Word,POS
block,NN
they,PRP
're,VBP
pushing,VBG
forward,RP
a,DT
little,JJ
bit,NN
get,VB
two,CD
blocks,NNS
and,CC
put,VB
it,PRP
behind,IN
them,PRP
behind,IN
it,PRP
two,CD
more,JJR
blocks,NNS
put,VBN
on,IN
the,DT
side,NN
of,IN
those,DT
who,WP
he,PRP
and,CC
then,RB
get,VB
two,CD
blocks,NNS
and,CC
put,VB
them,PRP
on,IN
top,NN
of,IN
the,DT
middle,JJ
two,CD
blocks,NNS
I,PRP
think,VBP
it,PRP
one,CD
block,NN
and,CC
put,VB
it,PRP
on,IN
top,NN
of,IN
that,DT
block,NN
and,CC
then,RB
get,VB
two,CD
more,JJR
blocks,NNS
connect,VB
catacorner,NN
to,TO
the,DT
behind,RB
behind,IN
you,PRP
and,CC
then,RB
over,IN
a,DT
little,JJ
bit,NN
straight,RB
string,VB
them,PRP
out,RP
like,IN
that,DT
get,VB
two,CD
more,JJR
blocks,NNS
and,CC
put,VB
them,PRP
in,IN
between,IN
those,DT
connecting,VBG
to,TO
the,DT
last,JJ
two,CD
inside,IN
and,CC
then,RB
get,VB
another,DT
block,NN
another,DT
two,CD
blocks,NNS
Mo,NN
vlogs,NNS
back,RB
okay,JJ
I,PRP
've,VBP
been,VBN
reading,VBG
it,PRP
wrong,JJ
School,NNP
and,CC
take,VB
those,DT
last,JJ
two,CD
blocks,NNS
and,CC
put,VBD
them,PRP
on,IN
top,NN
of,IN
know,VB
that,IN
those,DT
two,CD
the,DT
ones,NNS
you,PRP
just,RB
touched,VBD
them,PRP
on,IN
top,NN
of,IN
those,DT
too,RB
but,CC
like,IN
off,RB
of,IN
it,PRP
a,DT
little,JJ
bit,NN
the,DT
other,JJ
direction,NN
I,PRP
do,VBP
n't,RB
get,VB
rid,JJ
of,IN
this,DT
pyramid,NN
in,IN
the,DT
front,JJ
cuz,NN
I,PRP
screwed,VBD
it,PRP
up,RP
is,VBZ
it,PRP
get,VB
take,VB
two,CD
of,IN
those,DT
blocks,NNS
and,CC
put,VBD
them,PRP
on,IN
top,NN
of,IN
the,DT
last,JJ
two,CD
blocks,NNS
in,IN
the,DT
same,JJ
way,NN
all,DT
right,NN
.,.
Take,VB
the,DT
two,CD
blocks,NNS
in,IN
the,DT
third,JJ
row,NN
or,CC
the,DT
second,JJ
row,NN
that,WDT
are,VBP
in,IN
the,DT
center,NN
and,CC
put,VBD
them,PRP
like,IN
you,PRP
did,VBD
on,IN
the,DT
last,JJ
ones,NNS
on,IN
top,NN
of,IN
but,CC
you,PRP
on,IN
the,DT
side,JJ
new,JJ
second,JJ
round,NN
take,VB
the,DT
last,JJ
block,NN
and,CC
put,VBD
it,PRP
in,IN
between,IN
them,PRP
it,PRP
's,VBZ
moving,VBG
a,DT
little,JJ
bit,NN
closer,RBR
that,DT
's,VBZ
fine,NN
