Word,POS
make,VB
a,DT
stock,NN
of,IN
four,CD
make,VB
the,DT
bottom,NN
or,CC
like,IN
the,DT
bottom,JJ
one,CD
and,CC
move,VB
the,DT
stick,NN
the,DT
top,JJ
three,CD
and,CC
move,VB
them,PRP
slightly,RB
over,IN
yeah,NN
.,.
Take,VB
the,DT
top,JJ
two,CD
and,CC
move,VB
them,PRP
slightly,RB
more,RBR
over,IN
in,IN
the,DT
Gresham,NNP
Omar,NNP
I,PRP
do,VBP
n't,RB
think,VB
the,DT
last,JJ
one,CD
and,CC
stick,VB
at,IN
the,DT
other,JJ
movie,NN
the,DT
other,JJ
direction,NN
all,DT
right,RB
now,RB
take,VB
another,DT
block,NN
and,CC
just,RB
put,VB
it,PRP
to,TO
the,DT
side,NN
other,JJ
side,NN
