Word,POS
get,VB
two,CD
blocks,NNS
yep,RB
just,RB
like,IN
that,IN
that,DT
close,JJ
together,RB
I,PRP
can,MD
get,VB
two,CD
more,JJR
blocks,NNS
and,CC
keep,VB
them,PRP
like,IN
turn,VB
them,PRP
or,CC
vertically,RB
like,IN
oriented,VBN
towards,IN
you,PRP
and,CC
then,RB
put,VBD
them,PRP
to,TO
the,DT
side,NN
of,IN
that,DT
whole,JJ
section,NN
does,VBZ
n't,RB
matter,VB
the,DT
dude,NN
on,IN
the,DT
other,JJ
side,NN
and,CC
get,VB
two,CD
blocks,NNS
and,CC
put,VBD
them,PRP
on,IN
the,DT
Center,NNP
them,PRP
on,IN
top,NN
of,IN
where,WRB
the,DT
three,CD
blocks,NNS
me,PRP
on,IN
yet,RB
either,DT
side,NN
I,PRP
think,VBP
it,PRP
's,VBZ
blast,NN
blocker,NN
another,DT
block,NN
and,CC
put,VBD
it,PRP
on,IN
top,NN
of,IN
the,DT
one,CD
of,IN
those,DT
together,RB
a,DT
little,JJ
bit,NN
closer,RBR
and,CC
then,RB
put,VBD
that,DT
on,IN
top,NN
