Word,POS
and,CC
it,PRP
's,VBZ
another,DT
5,CD
by,IN
8,CD
grid,NN
this,DT
time,NN
it,PRP
looks,VBZ
like,IN
it,PRP
starts,VBZ
in,IN
the,DT
top,JJ
left,NN
there,EX
's,VBZ
a,DT
block,NN
and,CC
then,RB
I,PRP
'm,VBP
going,VBG
to,TO
go,VB
down,RB
and,CC
Rose,NNP
this,DT
time,NN
so,IN
there,EX
's,VBZ
skip,VB
one,CD
rail,NN
there,EX
's,VBZ
another,DT
block,NN
Skip,VB
One,CD
routers,NNS
another,DT
box,NN
of,IN
those,DT
one,CD
in,IN
the,DT
1st,JJ
3rd,JJ
and,CC
5th,JJ
looking,VBG
at,IN
the,DT
second,JJ
column,NN
it,PRP
kind,NN
of,IN
goes,VBZ
down,RB
diagonally,RB
or,CC
so,RB
if,IN
you,PRP
're,VBP
right,RB
there,RB
a,DT
skipper,NN
oh,UH
yeah,VB
right,RB
there,RB
in,IN
the,DT
same,JJ
thing,NN
again,RB
so,RB
skip,VB
it,PRP
starts,VBZ
on,IN
the,DT
third,JJ
third,JJ
car,NN
third,JJ
Skip,VB
One,CD
then,RB
one,CD
of,IN
the,DT
fifth,JJ
repeat,NN
again,RB
tonight,RB
in,IN
pattern,NN
so,RB
one,CD
on,IN
the,DT
4th,JJ
I,PRP
'm,VBP
going,VBG
to,TO
go,VB
back,RB
on,IN
this,DT
next,JJ
call,NN
I,PRP
'm,VBP
going,VBG
to,TO
go,VB
to,TO
the,DT
third,JJ
row,NN
and,CC
then,RB
we,PRP
're,VBP
going,VBG
to,TO
goes,VBZ
on,IN
the,DT
4th,JJ
row,NN
so,RB
there,RB
be,VB
a,DT
block,NN
on,IN
the,DT
4th,JJ
row,NN
yes,RB
right,RB
there,RB
and,CC
then,RB
one,CD
diagonally,RB
down,RB
to,TO
the,DT
right,NN
from,IN
there,EX
this,DT
actually,RB
that,IN
last,JJ
black,JJ
goes,VBZ
on,IN
the,DT
5th,JJ
row,NN
in,IN
between,IN
the,DT
blocks,NNS
you,PRP
have,VBP
in,IN
your,PRP$
left,JJ
hand,NN
or,CC
in,IN
your,PRP$
hands,NNS
goes,VBZ
in,IN
between,IN
that,DT
diagnose,VB
it,PRP
yet,RB
right,RB
there,EX
