Word,POS
so,RB
what,WP
are,VBP
we,PRP
doing,VBG
is,VBZ
I,PRP
'm,VBP
going,VBG
to,TO
ask,VB
you,PRP
to,TO
build,VB
the,DT
blocks,NNS
in,IN
the,DT
exact,JJ
way,NN
that,IN
I,PRP
see,VBP
it,PRP
I,PRP
see,VBP
a,DT
5,CD
by,IN
1,CD
2,CD
3,CD
4,CD
1,CD
2,CD
3,CD
4,CD
5,CD
6,CD
7,CD
8,CD
it,PRP
's,VBZ
5,CD
by,IN
8,CD
survive,VBP
tall,JJ
5,CD
this,DT
way,NN
and,CC
ate,VBD
this,DT
way,NN
um,NN
not,RB
every,DT
single,JJ
Square,NN
on,IN
that,DT
grade,NN
is,VBZ
filled,VBN
but,CC
what,WP
you,PRP
doing,VBG
might,MD
be,VB
easier,JJR
for,IN
you,PRP
to,TO
visualize,VB
so,RB
starting,VBG
in,IN
your,PRP$
top,JJ
left,NN
there,EX
is,VBZ
one,CD
block,NN
so,RB
one,CD
block,NN
in,IN
the,DT
top,JJ
left,NN
on,IN
the,DT
first,JJ
column,NN
on,IN
the,DT
first,JJ
row,NN
and,CC
diagonally,RB
down,RB
to,TO
the,DT
right,NN
there,EX
is,VBZ
another,DT
block,NN
right,RB
there,RB
up,RB
and,CC
to,TO
the,DT
right,NN
there,EX
's,VBZ
another,DT
one,CD
and,CC
down,RB
to,TO
the,DT
right,NN
there,EX
's,VBZ
another,DT
one,CD
yep,NN
right,RB
there,RB
and,CC
then,RB
up,RB
to,TO
the,DT
right,NN
there,EX
's,VBZ
yet,RB
another,DT
one,CD
I,PRP
may,MD
skip,VB
a,DT
spot,NN
in,IN
the,DT
upper,JJ
right,NN
on,IN
the,DT
right,JJ
side,NN
yet,RB
right,RB
there,RB
there,EX
's,VBZ
a,DT
block,NN
and,CC
then,RB
to,TO
its,PRP$
lower,JJR
right,RB
there,EX
is,VBZ
what,WP
yep,NN
that,WDT
works,VBZ
right,RB
so,RB
far,RB
to,TO
so,RB
skipping,VBG
down,RP
to,TO
now,RB
the,DT
third,JJ
row,NN
there,EX
is,VBZ
a,DT
move,VB
the,DT
block,NN
rather,RB
one,CD
space,NN
or,CC
two,CD
spaces,NNS
to,TO
right,JJ
yep,RB
right,RB
there,EX
skipping,VBG
123,CD
skipping,VBG
three,CD
places,NNS
yes,RB
the,DT
right,NN
there,RB
and,CC
there,EX
's,VBZ
a,DT
block,NN
and,CC
moving,VBG
down,RP
to,TO
the,DT
fourth,JJ
row,NN
there,EX
is,VBZ
any,DT
block,NN
not,RB
to,TO
not,RB
there,EX
would,MD
say,VB
the,DT
fourth,JJ
place,NN
very,RB
very,RB
yes,RB
skip,VB
one,CD
spot,NN
and,CC
then,RB
there,EX
's,VBZ
another,DT
block,NN
and,CC
then,RB
one,CD
block,NN
at,IN
the,DT
very,RB
bottom,JJ
of,IN
the,DT
fifth,JJ
row,NN
in,IN
between,IN
those,DT
two,CD
blocks,NNS
in,IN
the,DT
fourth,JJ
row,NN
yes,RB
right,RB
there,EX
that,WDT
looks,VBZ
about,RB
right,JJ
to,TO
me,PRP
home,NN
