Word,POS
okay,JJ
I,PRP
'm,VBP
So,RB
at,IN
the,DT
the,DT
grid,NN
is,VBZ
more,RBR
relevant,JJ
again,RB
there,EX
's,VBZ
one,CD
block,NN
centered,VBN
at,IN
Heights,NNP
0,CD
in,IN
the,DT
grip,NN
and,CC
there,EX
's,VBZ
going,VBG
to,TO
be,VB
5,CD
blocks,NNS
on,IN
top,NN
of,IN
it,PRP
and,CC
that,DT
is,VBZ
it,PRP
block,NN
by,IN
block,NN
vertically,RB
on,IN
top,NN
of,IN
it,PRP
so,RB
that,IN
goes,VBZ
up,IN
the,DT
height,NN
for,IN
so,RB
yeah,RB
just,RB
one,CD
black,JJ
bass,NN
one,CD
black,JJ
face,NN
the,DT
entire,JJ
time,NN
by,IN
blocks,NNS
stacked,VBN
on,IN
top,JJ
so,IN
it,PRP
goes,VBZ
up,RP
by,IN
4,CD
and,CC
they,PRP
're,VBP
all,DT
yet,RB
