Word,Start (s),End (s)
free,0.0,0.30000000000000004
books,0.30000000000000004,0.7000000000000001
put,5.8,6.7
them,6.7,6.8
to,6.8,6.9
the,6.9,7.0
gator,7.0,7.3
and,7.3,8.8
toolbox,8.8,9.9
what,12.3,12.7
size,12.7,13.1
yep,13.1,13.8
and,13.8,14.0
a,14.0,14.2
theater,14.2,14.4
near,14.4,15.2
you,15.2,15.4
yes,15.4,16.7
and,16.7,17.0
two,17.0,18.8
more,18.8,19.0
box,19.0,19.5
box,19.5,20.1
up,20.1,20.4
behind,23.6,25.1
the,25.1,25.3
tour,25.3,25.8
and,27.2,27.9
often,27.9,28.5
replaced,28.5,29.1
don't,29.1,29.1
don't,29.1,29.7
know,29.7,29.7
yet,29.7,30.2
and,30.2,30.7
yeah,32.4,33.5
right,33.5,34.4
