Word,POS
Oak,NNP
Hall,NNP
at,IN
the,DT
old,JJ
I,PRP
am,VBP
on,IN
top,NN
of,IN
it,PRP
and,CC
Tessa,NNP
colon,NN
the,DT
Towanda,NNP
and,CC
I,PRP
'm,VBP
not,RB
a,DT
colon,NN
death,NN
of,IN
it,PRP
are,VBP
you,PRP
can,MD
you,PRP
can,MD
you,PRP
add,VB
another,DT
column,NN
to,TO
one,CD
yes,UH
I,PRP
left,VBD
of,IN
you,PRP
yeah,VBP
yeah,RB
another,DT
Cullen,NNP
gap,NN
between,IN
the,DT
is,VBZ
near,IN
you,PRP
but,CC
it,PRP
's,VBZ
between,IN
the,DT
you,PRP
're,VBP
right,JJ
one,CD
yet,CC
yes,RB
and,CC
just,RB
one,CD
box,NN
length,NN
of,IN
the,DT
colon,NN
the,DT
colon,NN
you,PRP
just,RB
got,VBD
you,PRP
just,RB
put,VBD
a,DT
near,JJ
near,IN
touch,NN
it,PRP
touch,VBP
it,PRP
okay,JJ
and,CC
I,PRP
'm,VBP
calling,VBG
calling,VBG
left,NN
of,IN
the,DT
Box,NNP
you,PRP
put,VBP
put,VBN
together,RB
touch,VBP
it,PRP
and,CC
more,RBR
near,IN
you,PRP
near,IN
you,PRP
ammonia,NN
I,PRP
bet,VBP
that,DT
's,VBZ
right,JJ
okay,JJ
just,RB
a,DT
box,NN
write,VB
2,CD
in,IN
a,DT
box,NN
the,DT
only,JJ
box,NN
right,NN
not,RB
left,VBN
of,IN
you,PRP
.,.
well,RB
that,DT
's,VBZ
a,DT
little,JJ
