Word,Start (s),End (s)
the,0.0,3.4
hen,3.4,3.8
means,3.8,4.5
that,4.5,4.9
the,4.9,5.7
block,5.7,6.1
and,10.2,10.8
put,10.8,11.2
up,11.2,11.5
a,11.5,11.9
block,11.9,12.3
in,12.3,12.6
here,12.6,13.0
right,21.2,22.2
and,22.2,23.9
I,23.9,24.1
just,24.1,25.5
tried,25.5,25.6
to,25.6,25.9
end,25.9,26.3
and,26.3,28.6
a,28.6,28.6
poo,28.6,28.8
staff,28.8,29.5
at,29.5,30.1
least,30.1,30.2
a,30.2,30.4
left,30.4,35.0
and,35.0,35.2
a,35.2,35.8
Blog,35.8,38.3
in,38.3,39.4
the,39.4,39.6
your,39.6,42.3
left,42.3,42.7
you,42.7,43.1
left,43.1,43.2
your,43.2,44.4
the,44.4,44.8
truth,44.8,45.1
that's,45.1,45.4
a,45.4,45.5
true,45.5,45.7
one,45.7,46.0
on,46.0,46.5
the,46.5,46.6
top,46.6,46.8
.,48.2,50.2
both,50.2,50.9
of,50.9,51.0
them,51.0,51.3
top,51.3,51.6
yep,51.6,52.5
that's,52.5,52.8
right,52.8,52.9
and,52.9,53.8
you,53.8,55.3
seen,55.3,55.6
the,55.6,55.8
breach,55.8,57.5
the,57.5,57.9
two,57.9,58.3
other,58.3,58.8
guess,58.8,59.0
there's,59.0,59.9
a,59.9,59.9
good,59.9,60.2
step,60.2,60.6
so,60.6,60.8
use,60.8,61.2
nerve,61.2,61.7
block,61.7,62.2
yet,62.2,62.6
you,62.6,63.1
can,63.1,63.4
and,63.4,64.6
no,64.6,65.5
tapes,65.5,66.0
rotate,66.0,67.9
rotate,69.9,71.1
just,71.1,75.8
looking,75.8,76.1
like,76.1,76.1
that,76.1,76.4
not,78.3,80.1
this,80.1,80.3
that,80.3,81.0
yeah,81.0,81.4
that's,81.4,81.6
right,81.6,82.0
yeah,82.0,83.4
they,83.4,83.6
try,83.6,84.2
to,84.2,84.4
let,84.4,86.3
it,86.3,86.4
out,86.4,86.6
yet,86.6,87.1
is,98.3,98.6
it,98.6,98.7
to,98.7,99.0
sleeper,99.0,99.4
USC,108.1,109.8
like,111.4,111.8
that's,111.8,112.2
okay,112.2,113.0
like,113.0,113.4
that,113.4,113.6
that's,115.0,115.9
your,115.9,116.1
hand,116.1,116.4
the,116.4,116.5
Euro,116.5,116.8
can't,116.8,117.1
say,117.1,117.2
it,117.2,117.3
like,117.3,117.4
that,117.4,117.6
you,117.6,118.2
have,118.2,118.4
to,118.4,118.4
show,118.4,118.5
me,118.5,119.0
show,119.0,119.3
me,119.3,119.3
yeah,119.3,119.5
that's,119.5,119.6
show,119.6,120.1
me,120.1,120.3
yeah,120.3,120.5
that's,120.5,120.7
that's,120.7,121.0
not,121.0,121.3
right,121.3,121.6
yep,123.0,123.5
yep,123.5,123.6
that's,123.6,124.4
right,124.4,124.5
are,129.8,130.2
you,130.2,130.3
can,130.3,130.4
try,130.4,130.6
after,130.6,130.8
yes,130.8,131.7
