Word,POS
the,DT
hen,NN
means,VBZ
that,IN
the,DT
block,NN
and,CC
put,VB
up,RP
a,DT
block,NN
in,IN
here,RB
right,RB
and,CC
I,PRP
just,RB
tried,VBD
to,TO
end,VB
and,CC
a,DT
poo,NN
staff,NN
at,IN
least,JJS
a,DT
left,JJ
and,CC
a,DT
Blog,NN
in,IN
the,DT
your,PRP$
left,NN
you,PRP
left,VBD
your,PRP$
the,DT
truth,NN
that,WDT
's,VBZ
a,DT
true,JJ
one,CD
on,IN
the,DT
top,NN
.,.
both,DT
of,IN
them,PRP
top,JJ
yep,NN
that,WDT
's,VBZ
right,JJ
and,CC
you,PRP
seen,VBN
the,DT
breach,NN
the,DT
two,CD
other,JJ
guess,NN
there,EX
's,VBZ
a,DT
good,JJ
step,NN
so,RB
use,VB
nerve,NN
block,NN
yet,RB
you,PRP
can,MD
and,CC
no,DT
tapes,NNS
rotate,VBP
rotate,VB
just,RB
looking,VBG
like,IN
that,DT
not,RB
this,DT
that,WDT
yeah,VBP
that,DT
's,VBZ
right,JJ
yeah,NN
they,PRP
try,VBP
to,TO
let,VB
it,PRP
out,RP
yet,RB
is,VBZ
it,PRP
to,TO
sleeper,VB
USC,NNP
like,IN
that,DT
's,VBZ
okay,JJ
like,IN
that,DT
that,DT
's,VBZ
your,PRP$
hand,NN
the,DT
Euro,NNP
ca,MD
n't,RB
say,VB
it,PRP
like,IN
that,IN
you,PRP
have,VBP
to,TO
show,VB
me,PRP
show,VB
me,PRP
yeah,VB
that,DT
's,VBZ
show,VB
me,PRP
yeah,VB
that,DT
's,VBZ
that,DT
's,VBZ
not,RB
right,JJ
yep,NN
yep,NN
that,WDT
's,VBZ
right,NN
are,VBP
you,PRP
can,MD
try,VB
after,IN
yes,RB
