Word,POS
full,JJ
box,NN
align,VB
very,RB
very,RB
far,RB
of,IN
you,PRP
very,RB
far,RB
of,IN
you,PRP
yet,RB
because,IN
there,EX
's,VBZ
just,RB
no,DT
fur,NN
and,CC
lay,VBD
of,IN
each,DT
other,JJ
because,IN
we,PRP
want,VBP
to,TO
travel,VB
the,DT
distance,NN
is,VBZ
one,CD
box,NN
yes,RB
yes,RB
and,CC
the,DT
second,JJ
the,DT
second,JJ
row,NN
is,VBZ
feel,VB
the,DT
second,JJ
row,NN
is,VBZ
a,DT
funeral,JJ
Fielder,NN
yeah,NN
yes,RB
and,CC
the,DT
third,JJ
yeah,JJ
Chesterfield,NN
no,DT
I,PRP
did,VBD
this,DT
a,DT
line,NN
if,IN
you,PRP
should,MD
okay,JJ
put,VBD
one,CD
align,NN
with,IN
the,DT
first,JJ
the,DT
first,JJ
Ariel,NNP
oh,UH
yeah,VBP
that,DT
's,VBZ
right,JJ
yeah,NN
that,WDT
's,VBZ
right,JJ
and,CC
then,RB
just,RB
follow,VB
follow,VB
it,PRP
to,TO
feel,VB
full,JJ
of,IN
yet,RB
but,CC
the,DT
second,JJ
one,CD
you,PRP
put,VBP
your,PRP$
boots,NNS
left,VBD
of,IN
you,PRP
yeah,VBP
that,DT
's,VBZ
right,JJ
yes,RB
and,CC
another,DT
box,NN
yes,RB
funeral,JJ
funeral,NN
funeral,NN
yeah,VBP
no,DT
yeah,NN
so,RB
this,DT
girl,NN
is,VBZ
down,RB
and,CC
another,DT
row,NN
another,DT
box,NN
just,RB
feel,VB
again,RB
feel,VB
again,RB
another,DT
broke,VBD
yeah,RB
that,DT
's,VBZ
right,NN
and,CC
another,DT
box,NN
it,PRP
's,VBZ
a,DT
new,JJ
row,NN
I,PRP
'll,MD
just,RB
put,VB
in,IN
a,DT
you,PRP
're,VBP
you,PRP
're,VBP
right,JJ
you,PRP
're,VBP
right,RB
yet,RB
put,VB
it,PRP
Idaho,NNP
Dept,NNP
a,DT
little,JJ
nap,NN
a,DT
little,JJ
nap,NN
it,PRP
means,VBZ
that,IN
it,PRP
's,VBZ
a,DT
it,PRP
's,VBZ
a,DT
row,NN
so,IN
that,DT
's,VBZ
the,DT
first,JJ
element,NN
of,IN
Monroe,NNP
you,PRP
see,VBP
that,DT
's,VBZ
not,RB
real,JJ
yeah,JJ
cuz,NN
rice,NN
