Word,POS
line,NN
yeah,NN
but,CC
this,DT
does,VBZ
not,RB
Adam,NNP
and,CC
Alesa,NNP
and,CC
another,DT
one,CD
yeah,NN
that,WDT
's,VBZ
a,DT
lie,NN
so,RB
lines,NNS
like,IN
that,DT
and,CC
another,DT
line,NN
another,DT
line,NN
another,DT
line,NN
yep,RB
another,DT
line,NN
of,IN
parallel,JJ
fit,NN
parallel,NN
of,IN
Yap,NNP
Yap,NNP
put,VB
the,DT
puss,NN
not,RB
putting,VBG
a,DT
second,JJ
life,NN
more,RBR
near,IN
you,PRP
more,RBR
near,IN
you,PRP
and,CC
the,DT
first,JJ
line,NN
more,RBR
fatter,JJR
than,IN
you,PRP
wo,MD
n't,RB
bother,VB
you,PRP
and,CC
thus,RB
the,DT
two,CD
life,NN
that,WDT
's,VBZ
this,DT
and,CC
this,DT
just,RB
like,IN
like,IN
like,IN
this,DT
one,CD
like,IN
this,DT
one,CD
yes,UH
so,RB
you,PRP
should,MD
you,PRP
should,MD
you,PRP
should,MD
put,VB
in,IN
the,DT
second,JJ
and,CC
said,VBD
and,CC
set,VBD
another,DT
person,NN
line,NN
for,IN
the,DT
position,NN
you,PRP
should,MD
put,VB
this,DT
yes,UH
so,IN
you,PRP
should,MD
put,VB
a,DT
street,NN
box,NN
to,TO
form,VB
a,DT
line,NN
yes,RB
oh,UH
oh,UH
I,PRP
made,VBD
a,DT
mistake,NN
I,PRP
'm,VBP
sorry,JJ
I,PRP
made,VBD
a,DT
mistake,NN
I,PRP
removed,VBD
you,PRP
see,VB
the,DT
the,DT
two,CD
sides,NNS
one,CD
of,IN
the,DT
yes,RB
yes,RB
and,CC
yeah,RB
yeah,JJ
and,CC
you,PRP
see,VBP
that,IN
the,DT
left,JJ
hand,NN
side,NN
in,IN
a,DT
right,JJ
hand,NN
side,NN
take,VB
them,PRP
apart,RB
Alito,NNP
Yas,NNP
and,CC
put,VB
the,DT
shoe,NN
box,NN
to,TO
fill,VB
in,IN
a,DT
gap,NN
and,CC
the,DT
one,CD
the,DT
one,CD
year,NN
you,PRP
put,VBP
your,PRP$
father,NN
yet,RB
and,CC
the,DT
wild,JJ
Saturday,NNP
you,PRP
put,VBP
in,IN
here,RB
right,JJ
