Word,POS
okay,JJ
so,IN
this,DT
one,CD
we,PRP
're,VBP
going,VBG
to,TO
start,VB
with,IN
four,CD
blocks,NNS
and,CC
a,DT
square,NN
with,IN
just,RB
a,DT
little,JJ
space,NN
between,IN
them,PRP
closer,JJR
than,IN
that,DT
yeah,NN
and,CC
then,RB
so,RB
on,IN
top,NN
of,IN
okay,JJ
so,IN
you,PRP
're,VBP
going,VBG
to,TO
put,VB
a,DT
block,NN
between,IN
two,CD
of,IN
the,DT
blocks,NNS
yeah,VBP
yes,RB
right,RB
there,RB
and,CC
then,RB
that,DT
's,VBZ
going,VBG
to,TO
be,VB
stocked,VBN
one,CD
more,JJR
block,NN
on,IN
top,NN
of,IN
that,DT
they,PRP
just,RB
placed,VBD
and,CC
then,RB
mirror,VBP
that,IN
on,IN
the,DT
other,JJ
side,NN
yes,RB
and,CC
then,RB
there,EX
's,VBZ
one,CD
block,NN
in,IN
the,DT
middle,JJ
between,IN
the,DT
top,JJ
ones,NNS
yes,RB
