Word,POS
okay,JJ
so,IN
this,DT
one,CD
is,VBZ
just,RB
one,CD
Tower,NN
is,VBZ
got,VBN
seven,CD
blocks,NNS
high,JJ
but,CC
like,IN
as,IN
it,PRP
's,VBZ
going,VBG
up,RP
it,PRP
kind,NN
of,IN
looks,VBZ
a,DT
little,JJ
jankity,NN
like,IN
it,PRP
's,VBZ
going,VBG
to,TO
fall,VB
over,IN
not,RB
like,IN
super,JJ
drastically,RB
make,VB
make,VB
a,DT
zit,NN
go,VB
up,IN
they,PRP
start,VBP
to,TO
lean,VB
just,RB
a,DT
little,JJ
bit,NN
not,RB
a,DT
lot,NN
just,RB
like,IN
barely,RB
yeah,NN
that,WDT
's,VBZ
breathing,VBG
class,NN
