Word,POS
okay,JJ
so,IN
this,DT
one,CD
is,VBZ
like,IN
three,CD
towers,NNS
next,JJ
to,TO
each,DT
other,JJ
and,CC
the,DT
middle,JJ
Tower,NN
it,PRP
's,VBZ
stacked,VBN
like,IN
straight,RB
up,RB
looks,VBZ
like,IN
that,DT
looks,VBZ
like,IN
a,DT
Jenga,NNP
like,IN
they,PRP
're,VBP
all,DT
stacked,VBN
on,IN
top,NN
of,IN
each,DT
other,JJ
for,IN
blocks,NNS
and,CC
then,RB
you,PRP
got,VBD
two,CD
towers,NNS
like,IN
that,DT
on,IN
the,DT
sides,NNS
but,CC
the,DT
blocks,NNS
are,VBP
turned,VBN
like,IN
halfway,RB
on,IN
top,NN
of,IN
each,DT
block,NN
is,VBZ
like,IN
like,IN
the,DT
first,JJ
Tower,NNP
yeah,NN
just,RB
like,IN
that,DT
and,CC
then,RB
the,DT
second,JJ
block,NN
goes,VBZ
on,IN
top,NN
of,IN
an,DT
angle,NN
so,IN
I,PRP
just,RB
like,IN
that,DT
and,CC
then,RB
you,PRP
do,VBP
that,DT
same,JJ
process,NN
all,PDT
the,DT
way,NN
up,IN
awesome,JJ
perfect,JJ
