Word,POS
okay,JJ
this,DT
one,NN
's,POS
going,VBG
to,TO
be,VB
fun,NN
okay,JJ
so,RB
start,VB
by,IN
placing,VBG
two,CD
blocks,NNS
on,IN
the,DT
table,NN
like,IN
with,IN
enough,JJ
space,NN
for,IN
one,CD
block,NN
to,TO
go,VB
between,IN
them,PRP
yes,RB
and,CC
then,RB
take,VB
that,DT
block,NN
you,PRP
just,RB
had,VBD
and,CC
like,IN
put,VBN
it,PRP
at,IN
an,DT
angle,NN
to,TO
where,WRB
it,PRP
's,VBZ
like,IN
balance,NN
between,IN
the,DT
two,CD
blocks,NNS
like,IN
it,PRP
's,VBZ
like,IN
that,DT
but,CC
you,PRP
rotated,VBD
it,PRP
forward,RB
yeah,RB
like,IN
that,DT
and,CC
then,RB
you,PRP
're,VBP
going,VBG
to,TO
put,VB
another,DT
block,NN
another,DT
blog,NN
next,IN
Netflix,NNP
so,IN
the,DT
block,NN
to,TO
your,PRP$
left,NN
and,CC
my,PRP$
right,NN
put,VB
a,DT
block,NN
in,IN
front,NN
of,IN
it,PRP
and,CC
then,RB
like,IN
to,TO
the,DT
right,JJ
just,RB
a,DT
little,JJ
bit,NN
yes,RB
like,IN
that,DT
and,CC
then,RB
you,PRP
're,VBP
going,VBG
to,TO
put,VB
one,CD
last,JJ
block,NN
between,IN
those,DT
two,CD
blocks,NNS
like,IN
in,IN
but,CC
yeah,IN
no,DT
on,IN
top,NN
of,IN
them,PRP
yes,RB
right,RB
back,RB
