Word,POS
okay,JJ
so,IN
it,PRP
's,VBZ
the,DT
5,CD
by,IN
8,CD
so,RB
call,NN
Mom,NN
1,CD
call,VB
Monroe,NNP
for,IN
alright,JJ
just,RB
going,VBG
to,TO
bait,NN
your,PRP$
height,NN
zero,CD
block,NN
there,RB
give,VB
me,PRP
one,CD
block,NN
a,DT
tight,JJ
one,CD
on,IN
top,NN
of,IN
that,DT
directly,RB
above,IN
it,PRP
but,CC
then,RB
kind,NN
of,IN
shifted,VBN
towards,IN
me,PRP
and,CC
towards,IN
the,DT
inside,NN
of,IN
or,CC
just,RB
slightly,RB
right,RB
about,IN
there,EX
may,MD
be,VB
a,DT
little,RB
more,RBR
towards,IN
inside,IN
the,DT
board,NN
like,IN
towards,IN
the,DT
middle,JJ
there,EX
you,PRP
go,VBP
so,IN
that,DT
's,VBZ
good,JJ
and,CC
then,RB
you,PRP
going,VBG
to,TO
go,VB
to,TO
column,NN
3,CD
Row,NN
3,CD
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
one,CD
block,NN
I-80,NN
and,CC
one,CD
block,NN
on,IN
top,NN
of,IN
it,PRP
a,DT
tight,JJ
one,CD
yeah,RB
well,RB
I,PRP
second,RB
the,DT
first,JJ
the,DT
first,JJ
calling,VBG
you,PRP
did,VBD
should,MD
be,VB
at,IN
Row,NNP
4,CD
so,IN
I,PRP
should,MD
be,VB
a,DT
little,JJ
bit,NN
yeah,JJ
I,PRP
like,VBP
that,IN
so,RB
then,RB
for,IN
that,DT
one,CD
you,PRP
're,VBP
going,VBG
to,TO
move,VB
it,PRP
it,PRP
's,VBZ
not,RB
quite,RB
as,IN
offset,VBN
but,CC
just,RB
like,IN
a,DT
little,JJ
bit,NN
towards,IN
the,DT
front,NN
and,CC
yeah,VB
like,IN
right,RB
there,EX
okay,JJ
so,RB
then,RB
we,PRP
're,VBP
going,VBG
to,TO
column,NN
3,CD
and,CC
then,RB
write,VB
about,IN
it,PRP
's,VBZ
like,IN
overlapping,VBG
Rows,NNS
2,CD
and,CC
3,CD
cuz,NN
you,PRP
can,MD
be,VB
a,DT
single,JJ
block,NN
like,IN
right,JJ
about,IN
there,EX
I,PRP
think,VBP
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
just,RB
twist,VB
it,PRP
counterclockwise,JJ
just,RB
like,IN
slightly,RB
yeah,RB
just,RB
like,IN
that,DT
slide,NN
over,IN
one,CD
more,JJR
column,NN
there,RB
you,PRP
go,VB
and,CC
then,RB
right,RB
in,IN
front,NN
of,IN
that,DT
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
exactly,RB
like,IN
the,DT
one,CD
next,JJ
to,TO
it,PRP
okay,JJ
so,IN
take,VB
the,DT
one,CD
in,IN
your,PRP$
front,NN
the,DT
two,CD
stack,VBP
in,IN
your,PRP$
front,NN
and,CC
move,VB
it,PRP
to,TO
the,DT
other,JJ
side,NN
of,IN
your,PRP$
other,JJ
to,TO
stack,VB
cuz,NN
your,PRP$
dad,NN
said,VBD
it,PRP
should,MD
be,VB
going,VBG
yeah,RB
so,RB
like,IN
that,DT
's,VBZ
going,VBG
to,TO
be,VB
calm,JJ
one,CD
next,JJ
column,NN
to,TO
those,DT
two,CD
sheets,NNS
on,IN
the,DT
ground,NN
on,IN
height,NN
zero,CD
should,MD
be,VB
in,IN
calling,VBG
3,CD
yeah,NN
space,NN
them,PRP
out,RP
just,RB
slightly,RB
like,IN
they,PRP
're,VBP
not,RB
all,DT
touching,JJ
yeah,NN
there,EX
you,PRP
go,VBP
all,DT
right,NN
so,RB
then,RB
slang,NN
heading,VBG
one,CD
more,JJR
over,IN
to,TO
column,NN
for,IN
going,VBG
to,TO
go,VB
up,RP
to,TO
Row,VB
1,CD
message,NN
can,MD
be,VB
the,DT
other,JJ
way,NN
but,CC
all,PDT
the,DT
way,NN
back,RB
towards,IN
you,PRP
sorry,JJ
I,PRP
'm,VBP
arranging,VBG
guess,NN
it,PRP
's,VBZ
to,TO
be,VB
like,IN
right,JJ
about,RB
little,RB
too,RB
close,JJ
to,TO
me,PRP
right,RB
about,IN
there,EX
and,CC
then,RB
it,PRP
's,VBZ
not,RB
it,PRP
's,VBZ
going,VBG
to,TO
have,VB
one,CD
at,IN
I-80,NNP
and,CC
wanted,VBD
height,NN
one,CD
like,IN
just,RB
slightly,RB
Twisted,JJ
clockwise,JJ
scoot,VB
it,PRP
just,RB
slightly,RB
more,JJR
to,TO
the,DT
left,VBN
you,PRP
're,VBP
right,RB
.,.
Like,IN
just,RB
the,DT
top,JJ
lock,NN
and,CC
straighten,VB
it,PRP
out,RP
a,DT
little,JJ
bit,NN
yeah,NN
but,CC
then,RB
just,RB
it,PRP
's,VBZ
got,VBD
a,DT
slight,JJ
like,IN
right,JJ
about,IN
there,RB
yet,RB
okay,JJ
and,CC
then,RB
it,PRP
's,VBZ
going,VBG
to,TO
move,VB
it,PRP
just,RB
the,DT
whole,JJ
column,NN
or,CC
the,DT
whole,JJ
stack,VBP
move,NN
it,PRP
to,TO
your,PRP$
left,VBN
so,IN
it,PRP
's,VBZ
just,RB
like,IN
like,IN
half,DT
behind,IN
the,DT
blocks,NNS
next,IN
right,RB
there,EX
all,DT
right,NN
okay,JJ
so,IN
we,PRP
did,VBD
n't,RB
finish,VB
the,DT
one,CD
at,IN
the,DT
very,RB
front,JJ
Block,NN
in,IN
the,DT
middle,JJ
there,EX
call,VB
him,PRP
the,DT
one,CD
next,JJ
to,TO
it,PRP
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
stacked,VBN
on,IN
top,JJ
almost,RB
square,JJ
but,CC
then,RB
saw,VBD
set,VBN
just,RB
slightly,RB
to,TO
the,DT
right,NN
tell,VB
your,PRP$
left,NN
like,IN
yeah,NN
like,IN
right,JJ
about,IN
there,EX
okay,JJ
like,IN
it,PRP
's,VBZ
hard,JJ
to,TO
get,VB
I,PRP
'm,VBP
doing,VBG
this,DT
all,DT
backwards,RB
Army,NNP
simonizing,VBG
it,PRP
like,IN
a,DT
kitty,NN
looking,VBG
at,IN
it,PRP
okay,JJ
case,NN
when,WRB
you,PRP
going,VBG
to,TO
go,VB
over,IN
to,TO
column,NN
five,CD
see,VB
I,PRP
like,VB
right,JJ
about,IN
there,EX
you,PRP
're,VBP
going,VBG
to,TO
have,VB
one,CD
block,NN
by,IN
itself,PRP
at,IN
I-80,NN
at,IN
about,IN
Row,NN
2,CD
and,CC
1/2,CD
between,IN
2,CD
and,CC
3,CD
and,CC
then,RB
there,EX
's,VBZ
going,VBG
to,TO
be,VB
one,CD
block,NN
in,IN
front,NN
of,IN
it,PRP
at,IN
Hydro,NNP
set,VBN
take,VB
the,DT
block,NN
behind,IN
it,PRP
and,CC
slide,VB
it,PRP
slightly,RB
out,IN
at,IN
War,NNP
towards,IN
the,DT
outside,NN
I,PRP
love,VBP
you,PRP
more,RBR
about,IN
there,EX
okay,JJ
and,CC
then,RB
on,IN
that,DT
front,NN
box,NN
block,VBP
you,PRP
're,VBP
going,VBG
to,TO
have,VB
one,CD
at,IN
height,NN
one,CD
can,MD
be,VB
shifted,VBN
back,RB
and,CC
in,IN
inside,NN
yeah,RB
just,RB
like,IN
that,DT
that,DT
was,VBD
kind,NN
of,IN
a,DT
complicated,VBN
