Transcript,Confidence
not going to have two blocks right next to each other,0.8755220174789429
 but I like the same line are going to have a space like a black space and then a third block,0.8887079954147339
 then you going to have,0.9416969418525696
 two blocks right next to each other put a block on like the like on the crack of those two blocks,0.9061779975891113
 then you going to have a fourth block,0.8416492938995361
 like over the space in between the block so I'll be,0.802561342716217
 J,0.48006659746170044
 you going to have another block that goes on top of the block you just placed,0.9109530448913574
 but not totally centered as in yet I'm going to have another block right next to that box will be over the space of those two bottom blocks,0.8698320388793945
 sin alas block on the crack of those two blocks,0.7772887349128723
