Transcript,Confidence
full box,0.6298432946205139
 align very very far of you very far of you yet because there's just no fur and lay of each other because we want to travel the distance is one box,0.8688768744468689
 yes,0.9184850454330444
 yes and the second the second row is feel the second row is a funeral Fielder yeah yes and the third yeah Chesterfield,0.8595564365386963
 no I did this a line if you should okay,0.7939350605010986
 put one align with the first the first Ariel,0.8870734572410583
 oh yeah that's right yeah that's right and then just follow follow it to feel full of yet but the second one you put your boots left of you yeah that's right yes and another box,0.9138100147247314
 yes funeral funeral funeral yeah no yeah so this girl is down and another row another box,0.8574495911598206
 just feel again feel again another broke yeah that's right,0.6247610449790955
 and another box,0.9561260342597961
 it's a new row I'll just put in a you're you're right you're right yet put it,0.8607541918754578
 Idaho Dept,0.8150680065155029
 a little nap a little nap,0.7055467963218689
 it means that it's a it's a row so that's the first element of Monroe,0.9273297786712646
 you see that's not real yeah cuz rice,0.5233635902404785
