Transcript,Confidence
the hen means that the block,0.869196355342865
 and put up a block in here,0.950506865978241
 right and I just tried to end and a poo staff at least a left and a Blog in the your left you left your the truth that's a true one on the top,0.8056609034538269
 . both of them top yep that's right and you seen the breach the two other guess there's a good step so use nerve block yet you can and no tapes rotate,0.9300297498703003
 rotate just looking like that,0.8241370320320129
 not this that yeah that's right yeah they try to let it out yet,0.7795084714889526
 is it to sleeper,0.7824801206588745
 USC,0.3644445538520813
 like that's okay like that,0.8040555119514465
 that's your hand the Euro can't say it like that you have to show me show me yeah that's show me yeah that's that's not right,0.8722496032714844
 yep yep that's right,0.8068779706954956
 are you can try after yes,0.7920815348625183
