Transcript,Confidence
so start was for,0.7747569680213928
 line them up in a square but with little space between them,0.8257465958595276
 yeah and then between them on the two on the side stack two on each side,0.9476240277290344
 like going up like on top of them,0.9685965180397034
 except for do them in one stack in the middle,0.9581338167190552
 in the middle of just the side,0.9704293012619019
 and do the same thing on the other side,0.9818337559700012
 I know,0.8477993011474609
 and then one on the top in the middle,0.9569752216339111
 that's it,0.9876290559768677
