Transcript,Confidence
say can I have,0.9250178337097168
 taking have one block just I guess more on the right,0.8812257647514343
 and then it's going to be like I just a space about the size of block and then another block that makes sense,0.9197666049003601
 I just found at like the same,0.9031311273574829
 just like across from it,0.781725287437439
 like over yeah,0.658627986907959
 I'm a man wear that spaces in between those two,0.7997989058494568
 take one and then put it above that space so I'll be diagonal to both those,0.924224853515625
 okay and then another one,0.9352169036865234
 then have another one like a block space away from that block they just placed so it be a diagonal,0.9233978986740112
 but on the same level,0.9312602877616882
 so I move it over so it's like dying or just one of the blocks on the bottom level,0.8857383728027344
 yeah,0.8993841409683228
 all right and then you going to have,0.8257051110267639
 let it go put another block,0.782149076461792
 on top of,0.9744872450828552
 I got the ones like and then a guy died in a block then put a block on top of those ones,0.8694750070571899
 so be like,0.9596386551856995
 so it's going to be on top of,0.9605653882026672
 two blocks I guess I will stay one just be on one,0.9169919490814209
 but then I move it over so on top of both bottom lashes that make sense yeah,0.808635950088501
 no I mean that says just they're supposed and then the last block has to be on top of those two boxes that you just placed although it doesn't like it's close enough to be possible,0.9091967344284058
 oh yeah,0.935684323310852
 naked hospital I am at work and I just need a block on top of those two blocks that you just placed,0.9150758385658264
