Transcript,Confidence
so in the back like so first just put four blocks on top of each other,0.9464356899261475
 I'm vertical yeah but like slightly like moving towards like the stuff that we did before but like,0.9441056847572327
 just towards wherever just like making him like a little incremented like last time,0.9455575346946716
 and then that's going to be wait is it can I put the front as my friend or her okay and then,0.9334405660629272
 behind that,0.9785925149917603
 you're going to have two blocks,0.9496342539787292
 better just on top of each other,0.8188998103141785
 yeah just like slightly aggravated it's not a huge deal and then,0.9250738024711609
 you're going to put two blocks kind of like in next to these for like right horizontal to the four,0.9230233430862427
 but that you are on top of each other,0.9482897520065308
 yeah and so just put it right next to your left hand,0.9726777672767639
 and then move it back a little bit,0.8089967370033264
 and then put on from the four block tower put two of them like so it's kind of like another Tower does that make sense,0.9004065990447998
 no just using the two you have from the four blocks so like the to block in the Ford locker coming together,0.8836316466331482
 yes but the two black is move a little bit back,0.746206521987915
 but sorry the like individual to block,0.8864505887031555
 yes and then the two on top from the four block from the four black our kind of moved on top of the both of them yet okay,0.901618480682373
 that's like going through a block okay we'll figure this out then you take one single block,0.9134750366210938
 and move it in front,0.9796409606933594
 so like the left two structured yeah and then to your left a little bit more and then move it back to the structure okay and then,0.9039818644523621
 okay and then you take another singular block and move it next to that single block like diagonally behind it,0.9584200978279114
 yeah and I'm a little bit closer to the structure,0.915406346321106
 yeah and then put a block on top of that,0.9817034006118774
 a little bit closer to the front one,0.964005172252655
 trying to send some clothes,0.7468527555465698
 okay,1.0
 I think we're good,0.9876290559768677
