Transcript,Confidence
Oak Hall at the old, yet another one,0.5037330985069275
 I am on top of it and Tessa colon,0.8486262559890747
 the Towanda and I'm not a colon,0.7390852570533752
 death of it,0.5646639466285706
 are you can you can you add another column to one yes I left of you yeah yeah,0.7267329692840576
 another Cullen gap between the is near you but it's between the you're right one yet yes and just one box,0.9192492961883545
 length of the colon the colon you just got you just put a near near touch it touch it okay and I'm calling calling,0.816885232925415
 left of the Box you put,0.8958447575569153
 put together touch it and more near you,0.6536018252372742
 near you,0.9690272808074951
 ammonia,0.4089241921901703
 I bet that's right okay just a box,0.9357291460037231
 write 2 in a box the only box right not left of you.,0.8474169373512268
 well that's a little,0.7510574460029602
