Transcript,Confidence
two bucks,0.6295925974845886
 yeah that's right and another box on top of it,0.9039849042892456
 yes that's a Spotify know if that's up that's about to find out so another night of this one,0.815426230430603
 Iona this yet,0.7369862198829651
 touch to touch touch it,0.954920768737793
 a note,0.9258618354797363
 oh yeah that's right and a,0.86965411901474
 and the Box on the top of,0.9369845986366272
 on the top of the second year,0.8909364342689514
 did you get adjusted yet okay that's just it this rice that's all,0.7805715203285217
