Word,POS
I,PRP
'll,MD
take,VB
one,CD
block,NN
and,CC
put,VBD
it,PRP
in,IN
front,NN
of,IN
you,PRP
as,IN
a,DT
daimond,NN
and,CC
then,RB
you,PRP
want,VBP
then,RB
so,RB
there,EX
's,VBZ
your,PRP$
diamond,NN
so,RB
just,RB
next,JJ
to,TO
it,PRP
do,VBP
another,DT
block,NN
that,WDT
's,VBZ
match,NN
it,PRP
up,RP
that,DT
's,VBZ
the,DT
edges,NNS
up,IN
that,DT
would,MD
work,VB
with,IN
this,DT
so,RB
now,RB
put,VB
one,CD
in,IN
the,DT
center,NN
of,IN
of,IN
where,WRB
the,DT
edges,NNS
me,PRP
yes,UH
do,VBP
n't,RB
blow,VB
it,PRP
in,IN
there,EX
you,PRP
go,VBP
that,DT
was,VBD
n't,RB
the,DT
way,NN
I,PRP
was,VBD
