Word,POS
all,DT
right,NN
put,VBD
a,DT
block,NN
down,RP
how,WRB
to,TO
block,VB
one,CD
block,NN
apart,RB
behind,IN
so,RB
towards,IN
you,PRP
put,VB
two,CD
blocks,NNS
kind,NN
of,IN
like,IN
about,IN
1/3,CD
of,IN
a,DT
block,NN
of,IN
parts,NNS
of,IN
more,JJR
closer,JJR
than,IN
that,DT
alright,JJ
then,RB
stick,VB
now,RB
that,IN
does,VBZ
n't,RB
look,VB
like,IN
it,PRP
's,VBZ
going,VBG
to,TO
work,VB
I,PRP
think,VBP
everything,NN
needs,VBZ
to,TO
be,VB
slightly,RB
closer,RBR
together,RB
now,RB
stick,VB
a,DT
block,NN
on,IN
the,DT
front,JJ
one,CD
and,CC
the,DT
one,CD
to,TO
your,PRP$
left,NN
no,DT
I,PRP
move,VBP
it,PRP
so,IN
it,PRP
's,VBZ
on,IN
the,DT
front,JJ
front,NN
one,CD
and,CC
the,DT
one,CD
you,PRP
just,RB
put,VBD
it,PRP
on,IN
and,CC
turn,VB
it,PRP
so,IN
it,PRP
's,VBZ
parallel,JJ
yes,RB
and,CC
do,VB
the,DT
exact,JJ
same,JJ
thing,NN
they,PRP
are,VBP
yes,RB
and,CC
then,RB
there,EX
must,MD
be,VB
one,CD
that,IN
I,PRP
'm,VBP
having,VBG
a,DT
hard,JJ
time,NN
and,CC
behind,IN
so,RB
put,VBN
put,VBD
a,DT
block,NN
on,IN
the,DT
back,JJ
block,NN
good,JJ
and,CC
then,RB
put,VBD
one,CD
on,IN
the,DT
top,NN
in,IN
the,DT
middle,NN
all,DT
right,NN
