Word,POS
put,VBD
one,CD
block,NN
wherever,WRB
you,PRP
want,VBP
in,IN
the,DT
center,NN
I,PRP
think,VBP
and,CC
one,CD
plug,NN
ahead,RB
of,IN
it,PRP
ahead,RB
of,IN
it,PRP
it,PRP
Grace,NNP
and,CC
one,CD
block,NN
left,NN
of,IN
the,DT
first,JJ
block,NN
first,RB
block,VB
in,IN
a,DT
bit,NN
in,IN
front,NN
of,IN
it,PRP
moved,VBD
forward,RB
a,DT
bit,NN
and,CC
one,CD
block,NN
on,IN
the,DT
right,JJ
side,NN
of,IN
the,DT
first,JJ
block,NN
and,CC
move,VB
back,RB
of,IN
it,PRP
first,RB
book,NN
the,DT
first,JJ
block,NN
imported,VBN
the,DT
one,CD
near,IN
the,DT
nearest,JJS
UDF,NN
and,CC
the,DT
right,JJ
side,NN
of,IN
it,PRP
a,DT
bit,NN
a,DT
bit,NN
right,JJ
smoke,NN
and,CC
one,CD
block,NN
pick,VB
up,RP
one,CD
block,NN
and,CC
it,PRP
is,VBZ
in,IN
front,NN
of,IN
the,DT
block,NN
you,PRP
just,RB
put,VBD
it,PRP
and,CC
rotate,VB
it,PRP
45,CD
degrees,NNS
