Word,POS
put,VBD
three,CD
balls,NNS
in,IN
a,DT
line,NN
in,IN
separate,JJ
little,JJ
bit,NN
yes,RB
and,CC
one,CD
place,NN
at,IN
one,CD
block,NN
rotate,VBP
45,CD
degrees,NNS
and,CC
under,IN
I,PRP
got,VBD
the,DT
new,JJ
a,DT
new,JJ
block,NN
a,DT
new,JJ
block,NN
45,CD
°,NN
and,CC
under,IN
drive,NN
to,TO
the,DT
top,NN
of,IN
right,NN
to,TO
two,CD
.,.
Middle,NN
middle,NN
of,IN
the,DT
post,NN
the,DT
right,NN
2,CD
blocks,NNS
I,PRP
'm,VBP
too,RB
pop,VB
up,RP
that,IN
both,DT
blocks,NNS
in,IN
the,DT
middle,JJ
and,CC
another,DT
one,CD
