Word,POS
okay,JJ
so,IN
put,JJ
one,CD
frog,NN
wherever,WRB
you,PRP
want,VBP
another,DT
block,NN
left,VBD
side,NN
of,IN
it,PRP
left,VBD
side,NN
after,IN
one,CD
block,NN
over,IN
the,DT
right,JJ
right,JJ
hand,NN
side,NN
of,IN
the,DT
block,NN
move,VB
it,PRP
a,DT
bit,NN
left,VBD
a,DT
bit,NN
not,RB
that,IN
much,JJ
the,DT
same,JJ
on,IN
the,DT
under,IN
put,VBN
a,DT
block,NN
on,IN
the,DT
Block,NNP
you,PRP
just,RB
put,VBD
a,DT
project,NN
and,CC
a,DT
bit,NN
left,VBD
if,IN
great,JJ
in,IN
the,DT
last,JJ
block,NN
one,CD
last,JJ
block,NN
and,CC
put,VBD
it,PRP
on,IN
the,DT
right,JJ
side,NN
of,IN
the,DT
truck,NN
tops,NNS
top,NN
of,IN
the,DT
block,NN
and,CC
a,DT
bit,NN
dry,JJ
on,IN
the,DT
Block,NNP
you,PRP
just,RB
put,VBD
I,PRP
think,VBP
that,DT
's,VBZ
it,PRP
