Word,POS
okay,JJ
that,IN
this,DT
pattern,NN
is,VBZ
all,DT
one,CD
level,NN
and,CC
it,PRP
's,VBZ
six,CD
blocks,NNS
is,VBZ
Bittersweet,NNP
Farms,NNPS
a,DT
triangle,NN
starting,VBG
at,IN
you,PRP
so,RB
you,PRP
have,VBP
three,CD
blocks,NNS
in,IN
front,NN
of,IN
you,PRP
with,IN
a,DT
gap,NN
of,IN
one,CD
full,JJ
block,NN
between,IN
each,DT
one,CD
and,CC
then,RB
farther,RB
away,RB
from,IN
you,PRP
on,IN
the,DT
other,JJ
side,NN
are,VBP
too,RB
you,PRP
put,VBP
those,DT
two,CD
on,IN
the,DT
I,NN
and,CC
the,DT
father,NN
side,NN
and,CC
they,PRP
should,MD
be,VB
they,PRP
should,MD
be,VB
squeezed,VBN
together,RB
with,IN
those,DT
yeah,JJ
they,PRP
should,MD
exactly,RB
you,PRP
got,VBD
it,PRP
