Word,POS
okay,JJ
this,DT
one,CD
is,VBZ
somewhat,RB
similar,JJ
to,TO
the,DT
last,JJ
one,CD
except,IN
it,PRP
's,VBZ
for,IN
4,CD
layers,NNS
and,CC
the,DT
bottom,JJ
layer,NN
starts,VBZ
with,IN
four,CD
blocks,NNS
but,CC
this,DT
time,NN
they,PRP
're,VBP
not,RB
they,PRP
're,VBP
not,RB
touching,VBG
Corners,NNPS
to,TO
quite,RB
the,DT
same,JJ
way,NN
there,RB
more,RBR
laid,VBN
out,RP
in,IN
a,DT
flower,NN
pattern,NN
like,IN
soda,NN
kind,NN
of,IN
splayed,VBN
yeah,JJ
something,NN
like,IN
that,DT
so,IN
those,DT
two,CD
other,JJ
right,JJ
work,NN
we,PRP
're,VBP
about,IN
correct,JJ
then,RB
take,VB
a,DT
nap,NN
should,MD
be,VB
a,DT
little,JJ
less,JJR
in,IN
between,IN
them,PRP
so,RB
you,PRP
can,MD
squeeze,VB
them,PRP
together,RB
a,DT
little,JJ
bit,NN
there,EX
you,PRP
go,VBP
yeah,NN
that,WDT
's,VBZ
about,RB
right,JJ
and,CC
then,RB
the,DT
next,JJ
to,TO
next,JJ
row,NN
is,VBZ
just,RB
three,CD
on,IN
top,NN
of,IN
that,DT
in,IN
the,DT
middle,NN
of,IN
those,DT
gaps,NNS
and,CC
then,RB
two,CD
on,IN
top,NN
of,IN
that,DT
and,CC
one,CD
on,IN
top,NN
very,RB
nice,JJ
you,PRP
got,VBD
it,PRP
