Word,POS
so,RB
another,DT
cultural,JJ
reference,NN
if,IN
you,PRP
've,VBP
ever,RB
played,VBN
the,DT
kubert,NN
you,PRP
want,VBP
you,PRP
want,VB
six,CD
blocks,NNS
for,IN
this,DT
one,CD
is,VBZ
three,CD
layers,NNS
bottom,JJ
layers,NNS
three,CD
three,CD
blocks,NNS
and,CC
just,RB
have,VBP
the,DT
corners,NNS
touching,VBG
each,DT
other,JJ
if,IN
I,PRP
put,VBP
in,IN
a,DT
line,NN
like,IN
but,CC
the,DT
front,JJ
corner,NN
should,MD
all,DT
be,VB
in,IN
one,CD
straight,JJ
line,NN
so,RB
make,VB
that,DT
middle,JJ
one,CD
diagonal,NN
yeah,NN
yep,NN
and,CC
on,IN
the,DT
second,JJ
row,NN
will,MD
be,VB
two,CD
blocks,NNS
on,IN
top,NN
of,IN
that,DT
in,IN
the,DT
same,JJ
configuration,NN
but,CC
in,IN
the,DT
middle,JJ
yep,NN
and,CC
then,RB
the,DT
third,JJ
one,CD
is,VBZ
just,RB
on,IN
the,DT
top,NN
in,IN
the,DT
middle,NN
there,RB
you,PRP
go,VBP
that,DT
's,VBZ
Qbert,NNP
