Word,POS
okay,JJ
now,RB
it,PRP
's,VBZ
getting,VBG
asymmetrical,JJ
so,RB
start,VB
bottom,JJ
layer,NN
is,VBZ
three,CD
blocks,NNS
two,CD
on,IN
your,PRP$
left,JJ
side,NN
will,MD
be,VB
squeezed,VBN
together,RB
just,RB
horizontally,RB
and,CC
then,RB
they,PRP
'll,MD
be,VB
a,DT
gap,NN
of,IN
almost,RB
one,CD
full,JJ
block,NN
and,CC
then,RB
you,PRP
need,VBP
to,TO
put,VB
them,PRP
up,RP
yeah,NN
that,WDT
's,VBZ
good,JJ
okay,JJ
the,DT
next,JJ
way,NN
or,CC
is,VBZ
two,CD
blocks,NNS
the,DT
first,JJ
clock,NN
goes,VBZ
exactly,RB
in,IN
the,DT
middle,NN
of,IN
those,DT
too,RB
but,CC
yeah,RB
and,CC
then,RB
the,DT
other,JJ
one,CD
goes,VBZ
in,IN
the,DT
middle,NN
of,IN
the,DT
two,CD
blocks,NNS
right,RB
in,IN
the,DT
gap,NN
and,CC
the,DT
next,JJ
layers,NNS
another,DT
2,CD
so,IN
the,DT
first,JJ
one,CD
will,MD
be,VB
just,RB
spending,VBG
the,DT
Gap,NN
exactly,RB
yep,NN
and,CC
I,PRP
'm,VBP
the,DT
other,JJ
one,CD
hangs,VBZ
over,IN
the,DT
edge,NN
on,IN
the,DT
right,JJ
side,NN
a,DT
little,JJ
bit,NN
right,JJ
next,JJ
to,TO
that,DT
one,CD
no,DT
on,IN
the,DT
same,JJ
level,NN
yep,RB
it,PRP
all,PDT
the,DT
way,NN
together,RB
with,IN
that,DT
other,JJ
block,NN
yep,NN
and,CC
then,RB
one,CD
more,JJR
on,IN
the,DT
top,NN
and,CC
slightly,RB
to,TO
your,PRP$
right,NN
perfect,JJ
I,PRP
think,VBP
that,DT
's,VBZ
right,NN
