Word,POS
okay,JJ
this,DT
is,VBZ
going,VBG
this,DT
is,VBZ
going,VBG
to,TO
be,VB
more,RBR
like,IN
a,DT
tower,NN
so,IN
the,DT
base,NN
of,IN
the,DT
tower,NN
is,VBZ
four,CD
blocks,NNS
start,VBP
with,IN
four,CD
and,CC
put,VBD
them,PRP
in,IN
a,DT
square,NN
with,IN
a,DT
small,JJ
space,NN
between,IN
all,DT
of,IN
them,PRP
just,RB
maybe,RB
half,PDT
an,DT
inch,NN
yeah,NN
that,WDT
's,VBZ
good,JJ
and,CC
now,RB
there,EX
will,MD
be,VB
two,CD
columns,NNS
going,VBG
up,RP
the,DT
center,NN
yeah,JJ
exactly,RB
like,IN
that,DT
and,CC
that,DT
's,VBZ
two,CD
blocks,NNS
high,JJ
so,RB
just,RB
put,VB
one,CD
on,IN
top,NN
of,IN
each,DT
one,CD
of,IN
those,DT
and,CC
then,RB
put,VBD
one,CD
block,NN
in,IN
the,DT
middle,NN
on,IN
top,NN
of,IN
that,DT
Optimus,NNP
Prime,NNP
I,PRP
think,VBP
that,DT
's,VBZ
it,PRP
