Word,Start (s),End (s)
so,1.6,3.0
this,3.0,3.1
one,3.1,3.4
is,3.4,3.5
just,3.5,3.8
two,3.8,4.6
columns,4.6,5.1
like,5.1,5.9
the,5.9,6.1
World,6.1,6.3
Trade,6.3,6.4
Center,6.4,6.9
the,6.9,8.6
first,8.6,8.9
one,8.9,9.1
is,9.1,9.3
two,9.3,9.5
blocks,9.5,9.6
just,9.6,10.6
right,10.6,11.2
on,11.2,11.2
top,11.2,11.5
of,11.5,11.6
each,11.6,11.6
other,11.6,11.8
and,13.0,13.4
the,13.4,13.4
other,13.4,13.6
one,13.6,13.7
is,13.7,13.9
three,13.9,14.2
blocks,14.2,14.3
and,15.6,16.2
it,16.2,16.3
should,16.3,16.5
be,16.5,16.6
just,16.6,17.2
the,17.2,17.5
corners,17.5,17.9
touching,17.9,18.3
yep,23.4,23.9
just,23.9,24.3
like,24.3,24.5
that,24.5,24.8
