Word,POS
okay,JJ
this,DT
one,NN
's,POS
easy,JJ
over,IN
my,PRP$
Astra,NNP
I,PRP
do,VBP
n't,RB
know,VB
if,IN
that,DT
'll,MD
make,VB
it,PRP
easier,JJR
on,IN
the,DT
first,JJ
player,NN
let,VB
's,POS
start,VB
with,IN
that,DT
several,JJ
blocks,NNS
Steve,NNP
6,CD
blocks,NNS
Maybe,RB
and,CC
so,IN
the,DT
front,NN
you,PRP
can,MD
put,VB
two,CD
next,JJ
to,TO
each,DT
other,JJ
in,IN
the,DT
front,NN
closest,JJS
to,TO
you,PRP
I,PRP
have,VBP
the,DT
right,JJ
side,NN
out,IN
a,DT
little,JJ
closer,JJR
to,TO
you,PRP
know,VBP
just,RB
the,DT
right,JJ
side,NN
of,IN
those,DT
two,CD
front,NN
blocks,NNS
should,MD
be,VB
slightly,RB
closer,RBR
okay,JJ
and,CC
then,RB
you,PRP
can,MD
slide,VB
one,CD
block,NN
behind,IN
that,DT
front,JJ
black,JJ
behind,IN
the,DT
one,CD
that,WDT
's,VBZ
most,RBS
front,JJ
does,VBZ
the,DT
quantum,NN
closest,JJS
you,PRP
know,VBP
not,RB
behind,IN
the,DT
one,CD
that,WDT
's,VBZ
closest,JJS
to,TO
you,PRP
on,IN
the,DT
farther,RBR
side,JJ
no,DT
no,DT
exactly,RB
yep,RB
and,CC
squeeze,VB
it,PRP
together,RB
yeah,NN
but,CC
no,DT
gas,NN
okay,JJ
and,CC
then,RB
one,CD
more,JJR
block,NN
behind,IN
that,DT
one,CD
okay,JJ
well,RB
yeah,JJ
I,PRP
guess,VBP
I,PRP
mean,VB
in,IN
front,NN
yes,RB
so,RB
those,DT
those,DT
three,CD
blocks,NNS
that,IN
you,PRP
have,VBP
they,PRP
should,MD
create,VB
a,DT
staircase,NN
pattern,NN
going,VBG
out,RP
so,RB
each,DT
one,CD
needs,VBZ
to,TO
be,VB
slid,VBN
out,RP
just,RB
a,DT
little,JJ
bit,NN
yeah,JJ
exactly,RB
and,CC
then,RB
yep,NN
that,WDT
looks,VBZ
right,NN
okay,JJ
one,CD
more,JJR
block,NN
added,VBD
that,DT
's,VBZ
it,PRP
up,RP
the,DT
farthest,JJS
one,NN
in,IN
farthest,JJS
from,IN
you,PRP
but,CC
one,CD
more,JJR
block,NN
but,CC
on,IN
the,DT
inside,NN
of,IN
it,PRP
yeah,RB
right,JJ
next,JJ
to,TO
it,PRP
it,PRP
could,MD
be,VB
squeezed,VBN
all,PDT
the,DT
way,NN
in,IN
closest,JJS
to,TO
you,PRP
there,RB
you,PRP
go,VBP
and,CC
okay,JJ
one,CD
more,JJR
block,NN
you,PRP
can,MD
put,VB
it,PRP
right,RB
in,IN
the,DT
gas,NN
I,PRP
just,RB
squeeze,VBP
it,PRP
into,IN
that,DT
hole,NN
is,VBZ
close,RB
as,IN
you,PRP
can,MD
yeah,NN
yep,NN
okay,JJ
and,CC
then,RB
it,PRP
looks,VBZ
like,IN
there,EX
's,VBZ
one,CD
more,JJR
block,NN
on,IN
that,DT
bottom,JJ
layer,NN
and,CC
it,PRP
'll,MD
be,VB
all,PDT
the,DT
way,NN
on,IN
the,DT
left,VBN
next,JJ
to,TO
