Word,POS
Two,CD
Towers,NNP
once,RB
again,RB
each,DT
one,CD
of,IN
them,PRP
is,VBZ
6,CD
blocks,NNS
high,JJ
go,VB
to,TO
start,VB
by,IN
making,VBG
one,CD
of,IN
the,DT
towers,NNS
so,RB
each,DT
one,CD
is,VBZ
staggered,VBN
left,VBN
to,TO
right,RB
a,DT
little,JJ
bit,NN
maybe,RB
one,CD
fourth,JJ
of,IN
the,DT
block,NN
slid,VBD
yep,NN
and,CC
then,RB
the,DT
next,JJ
one,CD
flies,VBZ
the,DT
opposite,JJ
way,NN
and,CC
keep,VB
going,VBG
like,IN
that,DT
and,CC
your,PRP$
other,JJ
Tower,NNP
will,MD
just,RB
be,VB
the,DT
foot,NN
to,TO
the,DT
right,JJ
exactly,RB
the,DT
same,JJ
yeah,NN
I,PRP
mean,VBP
I,PRP
do,VBP
n't,RB
know,VB
if,IN
it,PRP
matters,VBZ
but,CC
centimeters,NNS
by,IN
Paul,NNP
write,VB
2.2,CD
cm,NN
per,IN
inch,NN
it,PRP
does,VBZ
n't,RB
matter,VB
so,RB
what,WP
do,VBP
I,PRP
do,VBP
with,IN
are,VBP
you,PRP
doing,VBG
exactly,RB
the,DT
same,JJ
in,IN
the,DT
same,JJ
direction,NN
perfect,JJ
26,CD
M,NN
