Word,POS
great,JJ
grab,NN
three,CD
blocks,NNS
space,NN
to,TO
out,RP
a,DT
littlest,JJS
in,IN
a,DT
block,NN
length,NN
only,RB
two,CD
of,IN
them,PRP
and,CC
then,RB
you,PRP
're,VBP
going,VBG
to,TO
take,VB
one,CD
of,IN
them,PRP
and,CC
put,VB
it,PRP
slightly,RB
forward,RB
so,IN
it,PRP
's,VBZ
on,IN
the,DT
diagonal,JJ
Roblox,NNP
off,IN
to,TO
the,DT
side,NN
what,WP
does,VBZ
lock,VB
up,RP
to,TO
the,DT
side,NN
potassium,NN
do,VBP
n't,RB
know,VB
up,RP
this,DT
direction,NN
before,IN
I,PRP
so,RB
they,PRP
're,VBP
touching,VBG
corners,NNS
yes,RB
almost,RB
like,IN
that,DT
keep,VBP
going,VBG
a,DT
little,JJ
bit,NN
more,RBR
who,WP
's,VBZ
that,IN
black,JJ
make,VBP
a,DT
little,JJ
bit,NN
of,IN
Gap,NN
but,CC
in,IN
line,NN
with,IN
the,DT
back,JJ
block,NN
perfect,JJ
grab,NN
on,IN
my,PRP$
block,NN
play,VB
sadami,NNS
to,TO
that,DT
are,VBP
diagonal,JJ
did,VBD
n't,RB
grab,VB
another,DT
block,NN
place,NN
it,PRP
so,IN
it,PRP
's,VBZ
sitting,VBG
in,IN
between,IN
the,DT
two,CD
.,.
Yes,UH
