Word,POS
okay,JJ
pizza,NN
so,RB
remember,VB
how,WRB
we,PRP
did,VBD
take,VB
a,DT
block,NN
and,CC
then,RB
shift,VB
it,PRP
like,VB
just,RB
a,DT
little,JJ
bit,NN
like,IN
spinning,VBG
almost,RB
that,DT
's,VBZ
good,JJ
and,CC
then,RB
put,VBD
a,DT
block,NN
the,DT
same,JJ
way,NN
right,JJ
next,JJ
to,TO
it,PRP
and,CC
then,RB
do,VBP
another,DT
row,NN
that,IN
in,IN
front,NN
of,IN
those,DT
two,CD
and,CC
then,RB
do,VBP
another,DT
road,NN
that,WDT
like,VBP
on,IN
top,NN
of,IN
those,DT
two,CD
but,CC
in,IN
the,DT
middle,NN
of,IN
them,PRP
clicking,VBG
between,IN
in,IN
between,IN
the,DT
rows,NNS
but,CC
still,RB
facing,VBG
the,DT
same,JJ
way,NN
yeah,JJ
exactly,RB
and,CC
then,RB
a,DT
piece,NN
on,IN
top,NN
of,IN
that,DT
facing,VBG
the,DT
same,JJ
way,NN
