Word,POS
IP,NNP
start,VB
off,RP
with,IN
a,DT
block,NN
and,CC
then,RB
move,VB
about,RB
like,IN
1/4,CD
of,IN
a,DT
block,NN
over,IN
to,TO
that,DT
and,CC
I,PRP
'm,VBP
just,RB
horizontally,RB
and,CC
almost,RB
on,IN
the,DT
same,JJ
plane,NN
do,VB
it,PRP
do,VB
it,PRP
right,RB
yeah,JJ
about,IN
4,CD
and,CC
then,RB
on,IN
that,DT
block,NN
that,WDT
's,VBZ
closest,JJS
to,TO
you,PRP
left,VBD
and,CC
yeah,VBD
that,IN
one,CD
you,PRP
put,VBD
a,DT
block,NN
on,IN
top,NN
of,IN
that,DT
I,PRP
pushed,VBD
it,PRP
a,DT
little,JJ
bit,NN
to,TO
your,PRP$
left,JJ
side,NN
Google,NNP
Alex,NNP
good,JJ
and,CC
then,RB
you,PRP
going,VBG
to,TO
do,VB
the,DT
same,JJ
thing,NN
for,IN
another,DT
block,NN
on,IN
top,NN
of,IN
that,DT
accept,VBP
push,NN
it,PRP
a,DT
little,JJ
bit,NN
farther,RBR
to,TO
the,DT
left,NN
and,CC
then,RB
yeah,VB
and,CC
then,RB
you,PRP
put,VBD
another,DT
block,NN
on,IN
top,NN
of,IN
that,DT
except,IN
you,PRP
push,VBP
it,PRP
to,TO
the,DT
right,NN
and,CC
see,VB
if,IN
you,PRP
can,MD
separate,VB
a,DT
kind,NN
of,IN
pull,VB
the,DT
top,JJ
two,CD
apart,RB
yeah,NN
that,WDT
was,VBD
good,JJ
