Word,Start (s),End (s)
once,5.7,6.2
you,6.2,6.2
start,6.2,6.4
up,6.4,6.7
on,6.7,6.8
the,6.8,6.9
Block,6.9,7.2
like,7.2,7.4
on,7.4,7.6
your,7.6,7.8
right,7.8,8.2
and,8.2,10.4
then,10.4,10.7
one,10.7,11.1
about,11.1,12.6
probably,12.6,14.4
about,14.4,14.6
4,14.6,14.9
blocks,14.9,15.1
spaced,15.1,16.2
out,16.2,16.4
of,16.4,16.5
that,16.5,16.8
yeah,18.0,18.4
and,18.4,19.8
then,19.8,20.0
the,20.0,20.1
one,20.1,20.3
that,20.3,20.4
you,20.4,20.6
just,20.6,20.6
placed,20.6,21.2
we're,21.2,21.8
going,21.8,21.9
to,21.9,22.0
go,22.0,22.1
to,22.1,22.4
your,22.4,22.7
left,22.7,23.1
now,23.1,23.4
yes,24.4,26.3
he,26.3,26.5
plays,26.5,26.7
at,26.7,26.9
block,26.9,27.1
like,27.1,27.3
almost,27.3,27.6
touching,27.6,28.1
it,28.1,28.3
but,28.3,29.5
slightly,29.5,30.0
behind,30.0,30.4
it,30.4,30.8
yeah,32.6,33.0
perfect,33.0,33.5
and,33.5,34.5
I,34.5,34.6
do,34.6,34.7
the,34.7,34.8
same,34.8,34.9
thing,34.9,35.2
except,35.2,35.9
that,35.9,36.4
next,36.4,36.7
block,36.7,37.0
is,37.0,37.5
going,37.5,37.7
to,37.7,37.8
actually,37.8,38.0
be,38.0,38.1
touching,38.1,38.5
it,38.5,38.7
but,38.7,39.4
it's,39.4,39.5
still,39.5,39.7
like,39.7,39.9
slightly,39.9,40.1
behind,40.1,40.4
it,40.4,40.7
yeah,41.8,42.8
