Word,POS
okay,JJ
this,DT
is,VBZ
pretty,RB
sweet,JJ
so,RB
just,RB
take,VB
two,CD
blocks,NNS
and,CC
yes,RB
they,PRP
do,VBP
blocks,NNS
put,VB
them,PRP
out,RP
on,IN
the,DT
table,NN
yeah,VB
it,PRP
was,VBD
not,RB
right,JJ
next,JJ
to,TO
each,DT
other,JJ
like,IN
I,PRP
had,VBD
it,PRP
was,VBD
good,JJ
it,PRP
woke,VBD
up,RP
and,CC
then,RB
you,PRP
take,VBP
a,DT
third,JJ
block,NN
and,CC
then,RB
you,PRP
flip,VBP
it,PRP
on,IN
its,PRP$
side,NN
I,PRP
would,MD
do,VB
anything,NN
how,WRB
to,TO
describe,VB
exactly,RB
dude,JJ
and,CC
then,RB
you,PRP
going,VBG
to,TO
place,VB
it,PRP
on,IN
top,NN
of,IN
those,DT
two,CD
that,DT
's,VBZ
about,RB
as,RB
supposed,VBN
to,TO
you,PRP
nice,JJ
