Word,POS
Skate,VB
3,CD
for,IN
a,DT
base,NN
and,CC
they,PRP
're,VBP
going,VBG
to,TO
go,VB
in,IN
a,DT
row,NN
okay,JJ
the,DT
one,CD
on,IN
your,PRP$
furthest,JJS
right,NN
separated,VBD
a,DT
little,JJ
from,IN
the,DT
other,JJ
two,CD
and,CC
then,RB
pull,VB
these,DT
back,RB
a,DT
little,JJ
towards,IN
you,PRP
okay,JJ
and,CC
then,RB
say,VB
two,CD
more,JJR
one,CD
is,VBZ
going,VBG
to,TO
go,VB
on,IN
a,DT
stack,VBP
on,IN
top,NN
of,IN
the,DT
two,CD
together,RB
and,CC
then,RB
the,DT
other,JJ
one,CD
's,POS
going,VBG
to,TO
go,VB
staggered,JJ
yeah,NN
in,IN
a,DT
little,JJ
bit,NN
to,TO
your,PRP$
right,NN
okay,JJ
then,RB
two,CD
more,JJR
one,PRP
's,VBZ
going,VBG
to,TO
go,VB
staggered,JJ
towards,IN
your,PRP$
left,VBN
on,IN
the,DT
three,CD
that,WDT
are,VBP
together,RB
so,IN
the,DT
base,NN
of,IN
two,CD
that,IN
you,PRP
can,MD
keep,VB
that,DT
on,IN
there,EX
okay,JJ
good,JJ
and,CC
then,RB
put,VBD
the,DT
other,JJ
one,CD
on,IN
top,NN
of,IN
the,DT
other,JJ
yeah,NN
the,DT
second,JJ
row,NN
all,DT
right,RB
now,RB
the,DT
one,CD
that,WDT
is,VBZ
the,DT
tallit,NN
the,DT
top,JJ
row,NN
from,IN
the,DT
base,NN
of,IN
to,TO
stagger,VB
that,IN
to,TO
your,PRP$
left,NN
a,DT
little,JJ
bit,NN
yeah,NN
and,CC
then,RB
stagger,VB
the,DT
other,JJ
top,JJ
one,CD
to,TO
your,PRP$
left,NN
also,RB
in,IN
the,DT
same,JJ
direction,NN
okay,JJ
now,RB
we,PRP
're,VBP
going,VBG
to,TO
take,VB
three,CD
more,JJR
that,WDT
were,VBD
going,VBG
to,TO
stack,VB
on,IN
top,NN
of,IN
the,DT
column,NN
to,TO
your,PRP$
left,NN
and,CC
they,PRP
're,VBP
going,VBG
to,TO
be,VB
staggered,VBN
in,IN
opposite,JJ
directions,NNS
this,DT
one,NN
's,POS
going,VBG
to,TO
stagger,VB
to,TO
your,PRP$
right,NN
yeah,NN
the,DT
next,JJ
one,NN
's,POS
going,VBG
to,TO
stagger,VB
to,TO
the,DT
left,NN
and,CC
then,RB
another,DT
one,CD
to,TO
the,DT
right,NN
again,RB
and,CC
now,RB
I,PRP
need,VBP
a,DT
column,NN
of,IN
just,RB
too,RB
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
off,RB
to,TO
the,DT
left,NN
of,IN
this,DT
whole,JJ
pile,NN
up,IN
to,TO
your,PRP$
left,NN
.,.
Kind,NNP
of,IN
out,RB
in,IN
the,DT
open,JJ
on,IN
the,DT
table,NN
yeah,VB
a,DT
little,JJ
further,JJ
to,TO
the,DT
left,NN
and,CC
then,RB
the,DT
top,JJ
one,CD
of,IN
those,DT
two,CD
that,IN
you,PRP
just,RB
put,VBD
down,RP
the,DT
top,NN
on,IN
staggered,VBN
a,DT
little,JJ
bit,NN
to,TO
the,DT
left,NN
