Word,POS
how,WRB
to,TO
build,VB
a,DT
base,NN
of,IN
4,CD
in,IN
a,DT
square,NN
put,VBN
on,IN
even,RB
separation,NN
about,IN
an,DT
inch,NN
between,IN
all,PDT
the,DT
blocks,NNS
so,RB
just,RB
separate,JJ
on,IN
and,CC
haves,NNS
and,CC
the,DT
haves,NNS
again,RB
maybe,RB
a,DT
little,JJ
bit,NN
smaller,JJR
and,CC
I,PRP
are,VBP
going,VBG
to,TO
get,VB
stack,VB
of,IN
three,CD
two,CD
sets,NNS
of,IN
three,CD
on,IN
top,NN
of,IN
each,DT
other,JJ
on,IN
top,NN
of,IN
the,DT
box,NN
future,JJ
just,RB
need,VB
to,TO
move,VB
it,PRP
over,IN
to,TO
your,PRP$
right,NN
a,DT
little,JJ
bit,NN
but,CC
yeah,VBP
it,PRP
's,VBZ
going,VBG
to,TO
going,VBG
to,TO
go,VB
on,IN
each,DT
of,IN
those,DT
bases,NNS
so,RB
split,JJ
evenly,RB
between,IN
them,PRP
so,RB
that,IN
both,CC
the,DT
two,CD
on,IN
your,PRP$
right,JJ
side,NN
or,CC
supporting,VBG
that,IN
column,NN
lost,VBN
ones,NNS
going,VBG
to,TO
go,VB
evenly,RB
on,IN
top,NN
of,IN
the,DT
two,CD
columns,NNS
