Word,POS
D6,NN
on,IN
the,DT
base,NN
all,DT
right,NN
I,PRP
'll,MD
make,VB
a,DT
a,DT
backline,RB
closer,JJR
to,TO
you,PRP
of,IN
3,CD
so,RB
you,PRP
do,VBP
n't,RB
need,VB
anymore,RB
we,PRP
're,VBP
going,VBG
to,TO
work,VB
with,IN
these,DT
6,CD
I,PRP
take,VBP
three,CD
of,IN
them,PRP
pull,VB
them,PRP
towards,IN
you,PRP
any,DT
three,CD
will,MD
get,VB
them,PRP
in,IN
order,NN
later,RB
more,RBR
towards,IN
you,PRP
the,DT
one,CD
that,WDT
's,VBZ
on,IN
the,DT
right,NN
of,IN
what,WP
you,PRP
pulled,VBD
back,RB
separated,VBN
off,RP
to,TO
the,DT
right,NN
by,IN
the,DT
space,NN
of,IN
about,IN
one,CD
block,NN
okay,JJ
now,RB
with,IN
the,DT
other,JJ
three,CD
when,WRB
is,VBZ
going,VBG
to,TO
go,VB
going,VBG
from,IN
your,PRP$
left,VBN
when,WRB
is,VBZ
going,VBG
to,TO
go,VB
in,IN
front,NN
of,IN
the,DT
middle,JJ
block,NN
of,IN
the,DT
back,JJ
row,NN
that,IN
you,PRP
just,RB
put,VBD
on,RP
put,VB
that,DT
back,RB
one,CD
of,IN
the,DT
other,JJ
three,CD
that,IN
you,PRP
have,VBP
n't,RB
touched,VBN
yet,RB
put,VB
that,DT
in,IN
front,NN
of,IN
your,PRP$
back,JJ
row,NN
so,IN
the,DT
Box,NNP
closest,JJS
to,TO
me,PRP
just,RB
take,VBP
one,CD
of,IN
them,PRP
now,RB
on,IN
the,DT
other,JJ
side,NN
of,IN
that,DT
row,NN
put,VBD
it,PRP
towards,IN
me,PRP
not,RB
move,VB
it,PRP
to,TO
your,PRP$
left,VBD
a,DT
little,JJ
bit,NN
a,DT
little,JJ
bit,NN
more,RBR
just,RB
straight,RB
in,IN
front,NN
of,IN
that,DT
one,CD
block,NN
and,CC
then,RB
you,PRP
can,MD
have,VB
it,PRP
touching,VBG
as,RB
well,RB
all,DT
right,NN
safe,JJ
take,NN
another,DT
block,NN
and,CC
put,VB
it,PRP
next,IN
to,TO
the,DT
one,CD
you,PRP
just,RB
laid,VBD
down,RP
but,CC
closer,JJR
to,TO
me,PRP
one,CD
of,IN
these,DT
one,CD
of,IN
these,DT
other,JJ
two,CD
in,IN
front,NN
your,PRP$
son,NN
is,VBZ
going,VBG
to,TO
work,VB
with,IN
the,DT
base,NN
yeah,NN
take,VBP
Alan,NNP
and,CC
off,IN
to,TO
the,DT
right,NN
little,RB
more,RBR
by,IN
the,DT
space,NN
to,TO
one,CD
block,NN
and,CC
then,RB
back,RB
just,RB
slightly,RB
yeah,RB
okay,JJ
in,IN
that,DT
last,JJ
one,CD
is,VBZ
going,VBG
to,TO
go,VB
directly,RB
in,IN
front,NN
so,IN
that,IN
you,PRP
have,VBP
a,DT
a,DT
column,NN
of,IN
three,CD
going,VBG
from,IN
you,PRP
to,TO
me,PRP
yeah,VBP
so,RB
now,RB
we,PRP
need,VBP
four,CD
more,JJR
that,DT
's,VBZ
going,VBG
to,TO
go,VB
on,IN
top,NN
of,IN
these,DT
are,VBP
we,PRP
can,MD
get,VB
four,CD
more,JJR
blocks,NNS
and,CC
they,PRP
're,VBP
going,VBG
to,TO
be,VB
the,DT
second,JJ
tier,NN
of,IN
this,DT
three,CD
of,IN
them,PRP
are,VBP
going,VBG
to,TO
line,VB
up,RP
on,IN
the,DT
row,NN
closest,JJS
to,TO
you,PRP
make,VB
sure,JJ
they,PRP
're,VBP
all,DT
touching,VBG
each,DT
other,JJ
and,CC
you,PRP
can,MD
move,VB
yeah,NN
that,WDT
's,VBZ
good,JJ
okay,JJ
and,CC
then,RB
the,DT
last,JJ
one,CD
is,VBZ
going,VBG
to,TO
go,VB
towards,IN
me,PRP
directly,RB
in,IN
the,DT
middle,NN
and,CC
then,RB
the,DT
last,JJ
block,NN
is,VBZ
going,VBG
to,TO
be,VB
the,DT
third,JJ
tier,NN
of,IN
this,DT
and,CC
it,PRP
's,VBZ
going,VBG
to,TO
split,VB
I,PRP
'll,MD
see,VB
the,DT
three,CD
the,DT
three,CD
blocks,NNS
on,IN
your,PRP$
right,NN
it,PRP
's,VBZ
going,VBG
to,TO
split,VB
evenly,RB
on,IN
top,NN
of,IN
the,DT
story,NN
sorry,JJ
talking,VBG
on,IN
the,DT
second-tier,NN
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
off,RB
to,TO
your,PRP$
right,NN
a,DT
little,JJ
bit,NN
so,IN
that,IN
it,PRP
touches,NNS
yeah,RB
and,CC
then,RB
forward,RB
towards,IN
me,PRP
aggregate,NN
