Word,POS
three,CD
stacks,NNS
for,IN
high,JJ
I,PRP
have,VBP
three,CD
stacks,NNS
for,IN
high,JJ
bad,JJ
like,IN
SO2,NN
on,IN
the,DT
outside,JJ
white,JJ
in,IN
the,DT
middle,NN
I,PRP
standing,VBG
up,RP
tall,JJ
and,CC
then,RB
one,CD
more,JJR
on,IN
top,NN
and,CC
pushing,VBG
them,PRP
towards,IN
me,PRP
all,DT
right,NN
and,CC
then,RB
two,CD
more,JJR
on,IN
either,DT
side,NN
spaced,VBN
out,RP
a,DT
little,JJ
bit,NN
and,CC
stacked,VBD
up,RP
to,TO
4,CD
so,RB
on,IN
the,DT
two,CD
outside,JJ
ones,NNS
the,DT
top,NN
is,VBZ
going,VBG
to,TO
be,VB
turned,VBN
90,CD
°,CD
or,CC
so,RB
play,VB
Flight,NNP
Deck,NNP
and,CC
then,RB
the,DT
same,JJ
with,IN
the,DT
skip,VB
one,CD
and,CC
then,RB
second,JJ
from,IN
the,DT
bottom,NN
the,DT
same,JJ
thing,NN
do,VB
you,PRP
have,VBP
to,TO
go,VB
down,RB
to,TO
the,DT
second,JJ
one,CD
from,IN
the,DT
table,NN
up,RP
