Word,POS
this,DT
one,CD
like,IN
this,DT
cool,JJ
okay,JJ
then,RB
you,PRP
got,VBD
a,DT
block,NN
in,IN
the,DT
center,NN
okay,JJ
then,RB
another,DT
block,NN
to,TO
the,DT
right,NN
like,IN
you,PRP
're,VBP
right,JJ
and,CC
I,PRP
guess,VBP
just,RB
a,DT
tiny,JJ
space,NN
away,RB
like,IN
I,PRP
guess,VBP
that,IN
yeah,NN
that,WDT
was,VBD
pretty,RB
good,JJ
and,CC
then,RB
I,PRP
guess,VBP
push,VB
it,PRP
forward,RB
but,CC
I,PRP
guess,VBP
I,PRP
get,VB
three,CD
fourths,NNS
of,IN
a,DT
blocks,NNS
length,NN
okay,JJ
and,CC
then,RB
can,MD
I,PRP
have,VB
can,MD
I,PRP
have,VB
a,DT
block,NN
on,IN
the,DT
left,NN
of,IN
it,PRP
almost,RB
the,DT
same,JJ
way,NN
you,PRP
just,RB
put,VBD
that,IN
other,JJ
block,NN
I,PRP
guess,VBP
just,RB
a,DT
little,JJ
bigger,JJR
space,NN
in,IN
between,IN
them,PRP
I,PRP
think,VBP
she,PRP
pushed,VBD
back,RP
a,DT
little,JJ
a,DT
little,RB
more,RBR
are,VBP
the,DT
other,JJ
pretty,RB
good,JJ
check,NN
then,RB
can,MD
I,PRP
have,VB
a,DT
block,NN
behind,IN
all,DT
three,CD
of,IN
those,DT
blocks,NNS
but,CC
so,IN
it,PRP
'd,MD
be,VB
like,IN
in,IN
a,DT
line,NN
with,IN
the,DT
first,JJ
blotchy,JJ
placed,VBN
in,IN
the,DT
center,NN
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
behind,IN
every,DT
black,JJ
like,IN
okay,JJ
it,PRP
sounds,VBZ
like,IN
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
like,IN
I,PRP
guess,VBP
two,CD
blocks,NNS
basic,JJ
behind,IN
that,DT
what,WP
it,PRP
looks,VBZ
like,IN
I,PRP
wish,VBP
you,PRP
could,MD
see,VB
this,DT
picture,NN
check,NN
then,RB
going,VBG
to,TO
have,VB
on,IN
the,DT
front,NN
and,CC
right,JJ
black,JJ
going,VBG
to,TO
put,VB
a,DT
block,NN
bouncing,VBG
on,IN
those,DT
two,CD
then,RB
same,JJ
thing,NN
with,IN
the,DT
center,NN
block,NN
in,IN
the,DT
left,JJ
one,CD
okay,JJ
and,CC
then,RB
right,RB
there,EX
Xbox,NNP
account,NN
of,IN
perplexing,JJ
you,PRP
going,VBG
to,TO
take,VB
another,DT
block,NN
put,VBD
it,PRP
on,IN
the,DT
very,RB
back,RB
block,VB
but,CC
halfway,RB
so,IN
I,PRP
can,MD
looks,NNS
like,IN
it,PRP
's,VBZ
hanging,VBG
off,RP
I,PRP
guess,VBP
halfway,RB
and,CC
then,RB
you,PRP
got,VBD
to,TO
put,VB
a,DT
last,JJ
block,NN
on,IN
top,NN
of,IN
all,PDT
the,DT
all,PDT
those,DT
three,CD
blocks,NNS
on,IN
a,DT
second,JJ
level,NN
so,RB
how,WRB
about,RB
that,IN
I,PRP
guess,VBP
I,PRP
could,MD
probably,RB
push,VB
those,DT
back,RB
to,TO
you,PRP
before,IN
then,RB
