Word,POS
say,VB
can,MD
I,PRP
have,VB
taking,VBG
have,VBP
one,CD
block,NN
just,RB
I,PRP
guess,VBP
more,RBR
on,IN
the,DT
right,NN
and,CC
then,RB
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
like,IN
I,PRP
just,RB
a,DT
space,NN
about,IN
the,DT
size,NN
of,IN
block,NN
and,CC
then,RB
another,DT
block,NN
that,WDT
makes,VBZ
sense,NN
I,PRP
just,RB
found,VBD
at,IN
like,IN
the,DT
same,JJ
just,RB
like,IN
across,IN
from,IN
it,PRP
like,IN
over,IN
yeah,NN
I,PRP
'm,VBP
a,DT
man,NN
wear,VB
that,IN
spaces,NNS
in,IN
between,IN
those,DT
two,CD
take,VB
one,CD
and,CC
then,RB
put,VBD
it,PRP
above,IN
that,DT
space,NN
so,IN
I,PRP
'll,MD
be,VB
diagonal,JJ
to,TO
both,CC
those,DT
okay,JJ
and,CC
then,RB
another,DT
one,CD
then,RB
have,VBP
another,DT
one,CD
like,IN
a,DT
block,NN
space,NN
away,RB
from,IN
that,DT
block,NN
they,PRP
just,RB
placed,VBD
so,IN
it,PRP
be,VB
a,DT
diagonal,JJ
but,CC
on,IN
the,DT
same,JJ
level,NN
so,IN
I,PRP
move,VBP
it,PRP
over,IN
so,IN
it,PRP
's,VBZ
like,IN
dying,VBG
or,CC
just,RB
one,CD
of,IN
the,DT
blocks,NNS
on,IN
the,DT
bottom,JJ
level,NN
yeah,NN
all,DT
right,NN
and,CC
then,RB
you,PRP
going,VBG
to,TO
have,VB
let,VB
it,PRP
go,VB
put,VBD
another,DT
block,NN
on,IN
top,NN
of,IN
I,PRP
got,VBD
the,DT
ones,NNS
like,IN
and,CC
then,RB
a,DT
guy,NN
died,VBD
in,IN
a,DT
block,NN
then,RB
put,VBD
a,DT
block,NN
on,IN
top,NN
of,IN
those,DT
ones,NNS
so,RB
be,VB
like,IN
so,IN
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
on,IN
top,NN
of,IN
two,CD
blocks,NNS
I,PRP
guess,VBP
I,PRP
will,MD
stay,VB
one,CD
just,RB
be,VB
on,IN
one,CD
but,CC
then,RB
I,PRP
move,VBP
it,PRP
over,IN
so,RB
on,IN
top,NN
of,IN
both,CC
bottom,JJ
lashes,NNS
that,WDT
make,VBP
sense,NN
yeah,NN
no,DT
I,PRP
mean,VBP
that,IN
says,VBZ
just,RB
they,PRP
're,VBP
supposed,VBN
and,CC
then,RB
the,DT
last,JJ
block,NN
has,VBZ
to,TO
be,VB
on,IN
top,NN
of,IN
those,DT
two,CD
boxes,NNS
that,IN
you,PRP
just,RB
placed,VBD
although,IN
it,PRP
does,VBZ
n't,RB
like,VB
it,PRP
's,VBZ
close,RB
enough,JJ
to,TO
be,VB
possible,JJ
oh,UH
yeah,IN
naked,JJ
hospital,NN
I,PRP
am,VBP
at,IN
work,NN
and,CC
I,PRP
just,RB
need,VBP
a,DT
block,NN
on,IN
top,NN
of,IN
those,DT
two,CD
blocks,NNS
that,IN
you,PRP
just,RB
placed,VBD
