Word,POS
okay,JJ
all,DT
done,VBN
straight,RB
up,IN
tell,VB
your,PRP$
block,NN
then,RB
put,VB
it,PRP
I,PRP
guess,VBP
on,IN
the,DT
right,JJ
side,NN
I,PRP
guess,VBP
you,PRP
're,VBP
right,JJ
and,CC
then,RB
take,VB
another,DT
block,NN
stack,VB
on,IN
top,NN
of,IN
that,DT
block,NN
you,PRP
just,RB
put,VBD
how,WRB
to,TO
make,VB
my,PRP$
room,NN
then,RB
go,VB
over,IN
one,CD
and,CC
then,RB
up,IN
one,CD
so,IN
it,PRP
be,VB
diagonal,JJ
all,DT
right,NN
and,CC
then,RB
take,VB
two,CD
more,JJR
blocks,NNS
in,IN
stack,VBP
on,IN
top,NN
of,IN
that,DT
one,CD
