Word,Start (s),End (s)
this,2.0,2.4
one,2.4,2.6
like,2.6,2.9
this,2.9,3.2
cool,7.9,8.4
okay,8.4,8.8
then,8.8,9.7
you,9.7,9.8
got,9.8,9.8
a,9.8,9.9
block,9.9,10.1
in,10.1,10.6
the,10.6,10.6
center,10.6,11.1
okay,14.5,15.0
then,15.0,15.3
another,15.3,15.6
block,15.6,16.1
to,16.1,16.3
the,16.3,16.5
right,16.5,17.2
like,17.2,17.4
you're,17.4,17.6
right,17.6,18.0
and,18.0,19.7
I,20.8,21.1
guess,21.1,21.3
just,21.3,21.5
a,21.5,21.7
tiny,21.7,22.0
space,22.0,22.4
away,22.4,22.7
like,22.7,23.0
I,23.0,23.0
guess,23.0,23.2
that,23.2,23.6
yeah,23.6,24.4
that,24.4,24.6
was,24.6,24.7
pretty,24.7,24.8
good,24.8,25.0
and,25.0,25.2
then,25.2,25.4
I,25.4,25.6
guess,25.6,25.9
push,25.9,26.3
it,26.3,26.4
forward,26.4,26.7
but,26.7,27.1
I,27.1,27.9
guess,27.9,28.1
I,28.1,28.2
get,28.2,28.3
three,28.3,28.6
fourths,28.6,28.7
of,28.7,28.9
a,28.9,29.1
blocks,29.1,29.5
length,29.5,30.1
okay,31.5,33.1
and,33.1,33.7
then,33.7,33.9
can,36.3,37.2
I,37.2,37.3
have,37.3,37.7
can,43.7,44.1
I,44.1,44.1
have,44.1,44.2
a,44.2,44.3
block,44.3,44.6
on,44.6,44.7
the,44.7,44.9
left,44.9,45.5
of,45.5,45.9
it,45.9,46.1
almost,46.1,47.3
the,47.3,47.6
same,47.6,47.8
way,47.8,48.5
you,48.5,48.6
just,48.6,48.8
put,48.8,48.9
that,48.9,49.1
other,49.1,49.2
block,49.2,49.6
I,50.9,51.3
guess,51.3,51.5
just,51.5,51.6
a,51.6,51.8
little,51.8,52.0
bigger,52.0,52.2
space,52.2,52.7
in,52.7,52.9
between,52.9,53.0
them,53.0,53.5
I,55.8,57.8
think,57.8,58.0
she,58.0,58.2
pushed,58.2,58.4
back,58.4,58.7
a,58.7,58.7
little,58.7,58.8
