Word,POS
taken,VBN
I,PRP
have,VBP
a,DT
block,NN
on,IN
the,DT
left,NN
then,RB
put,VB
another,DT
blocked,VBN
on,IN
that,DT
then,RB
slide,VB
it,PRP
just,RB
a,DT
little,JJ
bit,NN
to,TO
the,DT
left,VBN
like,IN
I,PRP
guess,VBP
1/8,CD
of,IN
a,DT
yeah,NN
that,WDT
was,VBD
pretty,RB
good,JJ
okay,JJ
then,RB
I,PRP
'm,VBP
another,DT
block,NN
on,IN
that,DT
and,CC
then,RB
have,VBP
it,PRP
so,IN
it,PRP
's,VBZ
yeah,JJ
you,PRP
got,VBD
it,PRP
that,WDT
have,VBP
another,DT
block,NN
on,IN
that,IN
that,DT
's,VBZ
just,RB
like,IN
the,DT
opposite,JJ
way,NN
and,CC
then,RB
just,RB
do,VB
a,DT
5th,NN
and,CC
6th,JJ
like,IN
that,DT
like,IN
that,DT
pattern,NN
cool,JJ
and,CC
then,RB
just,RB
make,VB
like,IN
the,DT
same,JJ
tower,NN
on,IN
the,DT
right,NN
