Word,POS
not,RB
going,VBG
to,TO
have,VB
two,CD
blocks,NNS
right,JJ
next,JJ
to,TO
each,DT
other,JJ
but,CC
I,PRP
like,VBP
the,DT
same,JJ
line,NN
are,VBP
going,VBG
to,TO
have,VB
a,DT
space,NN
like,IN
a,DT
black,JJ
space,NN
and,CC
then,RB
a,DT
third,JJ
block,NN
then,RB
you,PRP
going,VBG
to,TO
have,VB
two,CD
blocks,NNS
right,JJ
next,JJ
to,TO
each,DT
other,JJ
put,VBD
a,DT
block,NN
on,IN
like,IN
the,DT
like,JJ
on,IN
the,DT
crack,NN
of,IN
those,DT
two,CD
blocks,NNS
then,RB
you,PRP
going,VBG
to,TO
have,VB
a,DT
fourth,JJ
block,NN
like,IN
over,IN
the,DT
space,NN
in,IN
between,IN
the,DT
block,NN
so,IN
I,PRP
'll,MD
be,VB
J,NN
you,PRP
going,VBG
to,TO
have,VB
another,DT
block,NN
that,WDT
goes,VBZ
on,IN
top,NN
of,IN
the,DT
block,NN
you,PRP
just,RB
placed,VBD
but,CC
not,RB
totally,RB
centered,VBN
as,IN
in,IN
yet,CC
I,PRP
'm,VBP
going,VBG
to,TO
have,VB
another,DT
block,NN
right,NN
next,JJ
to,TO
that,DT
box,NN
will,MD
be,VB
over,IN
the,DT
space,NN
of,IN
those,DT
two,CD
bottom,NN
blocks,NNS
sin,NN
alas,UH
block,VB
on,IN
the,DT
crack,NN
of,IN
those,DT
two,CD
blocks,NNS
