Word,POS
so,IN
I,PRP
can,MD
have,VB
a,DT
block,NN
then,RB
have,VBP
another,DT
block,NN
like,IN
on,IN
the,DT
same,JJ
just,RB
like,IN
a,DT
space,NN
away,RB
from,IN
it,PRP
but,CC
then,RB
turn,VB
it,PRP
so,IN
it,PRP
's,VBZ
yeah,JJ
pretty,RB
much,RB
and,CC
then,RB
I,PRP
guess,VBP
just,RB
push,VB
it,PRP
up,RP
like,IN
a,DT
tiny,JJ
bit,NN
but,CC
not,RB
too,RB
much,JJ
okay,JJ
and,CC
then,RB
it,PRP
's,VBZ
centered,VBN
like,IN
the,DT
one,CD
where,WRB
the,DT
point,NN
the,DT
corner,NN
is,VBZ
n't,RB
pointing,VBG
out,RP
yeah,RB
that,IN
one,CD
then,RB
you,PRP
can,MD
have,VB
another,DT
block,NN
like,IN
a,DT
weird,JJ
like,IN
a,DT
little,JJ
in,IN
front,NN
of,IN
it,PRP
and,CC
I,PRP
guess,VBP
to,TO
the,DT
altar,NN
left,VBD
I,PRP
guess,VBP
you,PRP
left,VBN
yeah,NN
but,CC
like,IN
so,RB
just,RB
going,VBG
to,TO
be,VB
a,DT
little,JJ
bit,NN
less,RBR
so,IN
it,PRP
'll,MD
be,VB
more,RBR
in,IN
front,NN
of,IN
it,PRP
then,RB
left,VBD
and,CC
then,RB
I,PRP
guess,VBP
put,VB
it,PRP
like,IN
a,DT
half,NN
block,NN
space,NN
in,IN
between,IN
them,PRP
all,DT
right,NN
and,CC
then,RB
so,RB
those,DT
okay,JJ
then,RB
take,VB
another,DT
block,NN
put,VBD
it,PRP
on,IN
the,DT
I,PRP
guess,VBP
your,PRP$
left,NN
of,IN
the,DT
of,IN
those,DT
two,CD
blocks,NNS
that,WDT
are,VBP
like,IN
one,CD
from,IN
the,DT
other,JJ
I,PRP
know,VBP
on,IN
the,DT
side,NN
but,CC
I,PRP
guess,VBP
and,CC
then,RB
so,RB
be,VB
it,PRP
should,MD
be,VB
like,IN
in,IN
front,NN
of,IN
the,DT
space,NN
between,IN
those,DT
two,CD
blocks,NNS
yeah,JJ
I,PRP
guess,VBP
it,PRP
's,VBZ
good,JJ
enough,RB
thanks,NNS
looks,VBZ
like,IN
I,PRP
guess,VBP
just,RB
push,VB
it,PRP
like,IN
forward,RB
a,DT
little,JJ
bit,NN
all,DT
right,JJ
yeah,NN
that,WDT
was,VBD
pretty,RB
good,JJ
and,CC
then,RB
the,DT
block,NN
for,IN
that,DT
corner,NN
is,VBZ
pointing,VBG
out,RP
put,VBD
a,DT
block,NN
in,IN
front,NN
of,IN
that,DT
like,IN
I,PRP
guess,VBP
a,DT
third,JJ
of,IN
a,DT
black,JJ
space,NN
it,PRP
looks,VBZ
like,IN
yeah,NN
so,RB
again,RB
cool,JJ
