Word,POS
so,IN
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
on,IN
top,NN
of,IN
two,CD
of,IN
tower,NN
608,CD
blocks,NNS
NH,NNP
on,IN
your,PRP$
left,VBN
the,DT
even,RB
blocks,VBZ
yes,RB
the,DT
even,RB
blocks,NNS
will,MD
be,VB
closer,JJR
to,TO
the,DT
other,JJ
Tower,NN
but,CC
the,DT
odd,JJ
blocks,NNS
will,MD
remain,VB
the,DT
same,JJ
position,NN
and,CC
those,DT
are,VBP
even,RB
blocks,VBZ
they,PRP
are,VBP
slightly,RB
getting,VBG
closer,RB
closer,RBR
and,CC
closer,RBR
to,TO
the,DT
Tower,NNP
and,CC
till,IN
the,DT
very,RB
top,JJ
one,CD
touches,NNS
the,DT
tower,NN
yeah,JJ
something,NN
to,TO
tell,VB
you,PRP
want,VBP
to,TO
just,RB
move,VB
that,DT
hour,NN
something,NN
like,IN
this,DT
yes,UH
