Word,POS
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
a,DT
pyramid,NN
from,IN
three,CD
of,IN
of,IN
the,DT
rose,NN
of,IN
two,CD
from,IN
3,CD
to,TO
1,CD
but,CC
they,PRP
all,DT
can,MD
be,VB
rotated,VBN
I,PRP
do,VBP
n't,RB
know,VB
I,PRP
'm,VBP
sorry,JJ
Demi,NNP
and,CC
mango,NN
on,IN
the,DT
bottom,NN
yeah,JJ
Mike,NNP
and,CC
angle,NN
make,VBP
it,PRP
like,IN
an,DT
angle,NN
no,DT
no,DT
they,PRP
got,VBD
to,TO
be,VB
all,DT
connecting,VBG
the,DT
almost,RB
are,VBP
going,VBG
to,TO
be,VB
connected,VBN
so,RB
going,VBG
to,TO
be,VB
like,IN
an,DT
angel,NN
okay,JJ
Yeah,UH
Yeah,UH
Yeahs,NNS
connect,VBP
to,TO
and,CC
then,RB
can,MD
I,PRP
see,VB
and,CC
then,RB
put,VBD
the,DT
third,JJ
one,CD
on,IN
the,DT
4th,JJ
one,CD
on,IN
top,NN
of,IN
teeth,NNS
in,IN
the,DT
middle,JJ
one,CD
just,RB
one,CD
do,VBP
n't,RB
words,NNS
to,TO
tell,VB
words,NNS
to,TO
me,PRP
of,IN
the,DT
top,JJ
layer,NN
of,IN
block,NN
you,PRP
should,MD
