Word,POS
can,MD
you,PRP
put,VB
two,CD
two,CD
blocks,VBZ
a,DT
little,JJ
aside,RB
from,IN
each,DT
other,JJ
yes,RB
have,VB
the,DT
short,JJ
block,NN
closer,RBR
to,TO
me,PRP
and,CC
then,RB
who,WP
is,VBZ
the,DT
little,JJ
bit,NN
to,TO
your,PRP$
list,NN
yep,RB
just,RB
like,IN
that,DT
and,CC
then,RB
I,PRP
have,VBP
another,DT
two,CD
blocks,NNS
are,VBP
kind,NN
of,IN
a,DT
continuation,NN
of,IN
the,DT
third,JJ
block,NN
that,IN
you,PRP
put,VBP
but,CC
it,PRP
going,VBG
to,TO
be,VB
like,IN
in,IN
like,IN
a,DT
tail,NN
on,IN
your,PRP$
right,NN
on,IN
your,PRP$
left,NN
I,PRP
'm,VBP
sorry,JJ
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
like,IN
a,DT
tail,NN
with,IN
the,DT
windows,NNS
are,VBP
black,JJ
that,IN
you,PRP
just,RB
did,VBD
you,PRP
mind,VB
that,IN
you,PRP
might,MD
so,RB
it,PRP
's,VBZ
going,VBG
to,TO
be,VB
okay,JJ
alright,NN
can,MD
you,PRP
can,MD
you,PRP
put,VB
two,CD
blocks,NNS
that,IN
you,PRP
have,VBP
in,IN
your,PRP$
hands,NNS
connection,NN
to,TO
to,TO
this,DT
serve,VB
like,IN
that,IN
you,PRP
put,VBP
just,RB
just,RB
like,IN
yes,RB
and,CC
they,PRP
said,VBD
okay,JJ
and,CC
can,MD
you,PRP
spread,VB
them,PRP
aside,RB
so,RB
there,RB
will,MD
be,VB
a,DT
little,JJ
bit,NN
and,CC
make,VB
it,PRP
curve,NN
of,IN
them,PRP
yes,RB
alright,NN
can,MD
you,PRP
have,VB
two,CD
more,JJR
blocks,NNS
with,IN
you,PRP
and,CC
make,VB
some,DT
sort,NN
of,IN
a,DT
a,DT
symmetrical,JJ
curve,NN
on,IN
your,PRP$
left,VBN
with,IN
the,DT
sunblock,NN
that,IN
you,PRP
have,VBP
closer,JJR
to,TO
you,PRP
yes,RB
yes,RB
and,CC
then,RB
this,DT
working,VBG
on,IN
what,WDT
point,NN
you,PRP
know,VBP
on,IN
the,DT
other,JJ
direction,NN
yes,RB
exactly,RB
