Word,POS
good,JJ
think,NN
of,IN
a,DT
checkerboard,NN
start,VB
with,IN
three,CD
okay,JJ
good,JJ
that,DT
's,VBZ
okay,JJ
that,DT
's,VBZ
okay,JJ
Liz,NNP
stop,VB
do,VB
it,PRP
vertically,RB
towards,IN
me,PRP
no,DT
start,NN
stop,VB
start,NN
over,IN
again,RB
stop,VB
Liz,NNP
start,VB
over,RP
again,RB
three,CD
in,IN
a,DT
row,NN
with,IN
a,DT
with,IN
a,DT
block,NN
just,RB
like,IN
a,DT
checkerboard,NN
there,RB
you,PRP
go,VBP
now,RB
to,TO
more,JJR
inside,IN
for,IN
the,DT
checkerboard,NN
there,RB
you,PRP
go,VBP
okay,JJ
just,RB
looks,VBZ
a,DT
little,RB
different,JJ
okay,JJ
then,RB
two,CD
more,JJR
checkerboard,NN
exactly,RB
towards,IN
you,PRP
the,DT
next,JJ
one,CD
is,VBZ
towards,IN
you,PRP
where,WRB
we,PRP
at,IN
123,CD
K,NN
now,RB
a,DT
single,JJ
block,NN
there,RB
for,IN
the,DT
checkerboard,NN
another,DT
2,CD
single,JJ
block,NN
and,CC
then,RB
a,DT
single,JJ
block,NN
towards,IN
you,PRP
still,RB
checkerboard,VBD
good,JJ
