Word,POS
zard,VB
one,CD
little,JJ
black,JJ
at,IN
the,DT
table,NN
charge,VB
a,DT
little,JJ
bit,NN
okay,JJ
now,RB
put,VBP
another,DT
Block,NN
in,IN
front,NN
of,IN
it,PRP
about,IN
a,DT
block,NN
apart,RB
and,CC
that,IN
rotate,VBP
that,IN
block,NN
about,IN
90,CD
degrees,NNS
not,RB
quite,RB
90,CD
keep,VBP
rotating,VBG
stop,NN
Kay,NNP
place,NN
a,DT
block,NN
to,TO
your,PRP$
left,NN
about,IN
where,WRB
that,DT
Gap,NN
is,VBZ
square,NN
.,.
Now,RB
move,VB
it,PRP
more,RBR
this,DT
way,NN
or,CC
do,VB
your,PRP$
last,JJ
stop,NN
Kay,NNP
Place,NNP
Another,DT
Block,NNP
in,IN
front,NN
of,IN
it,PRP
now,RB
put,VBP
a,DT
space,NN
between,IN
them,PRP
and,CC
scooted,VBD
over,RP
just,RB
a,DT
tiny,JJ
bit,NN
to,TO
your,PRP$
left,NN
do,VBP
n't,RB
know,VB
just,RB
just,RB
the,DT
one,CD
just,RB
the,DT
front,JJ
one,CD
good,JJ
night,NN
that,WDT
's,VBZ
looks,VBZ
good,JJ
right,RB
there,RB
and,CC
then,RB
Place,NN
one,CD
more,JJR
or,CC
less,JJR
to,TO
the,DT
left,JJ
go,NN
ahead,RB
set,VBD
it,PRP
down,RB
now,RB
move,VB
it,PRP
back,RB
you,PRP
back,RB
to,TO
you,PRP
scooted,VBD
in,IN
a,DT
little,JJ
bit,NN
for,IN
a,DT
tiny,JJ
bit,NN
and,CC
you,PRP
're,VBP
good,JJ
