Word,POS
start,VB
in,IN
a,DT
corner,NN
and,CC
stack,VB
3,CD
step,NN
over,IN
about,IN
1,CD
block,NN
go,VBP
ahead,RB
just,RB
put,VB
it,PRP
up,RP
next,JJ
to,TO
it,PRP
for,IN
now,RB
scooter,NN
dance,NN
good,JJ
it,PRP
in,IN
touch,NN
it,PRP
touch,VBP
case,NN
now,RB
scooted,VBD
back,RB
about,IN
3,CD
blocks,NNS
worth,JJ
okay,JJ
now,RB
put,VBP
another,DT
one,CD
on,IN
top,NN
of,IN
that,DT
okay,JJ
take,VB
a,DT
single,JJ
block,NN
sit,VB
around,IN
the,DT
table,NN
K,NN
move,VB
it,PRP
about,IN
1,CD
block,NN
forward,RB
keep,VB
one,CD
block,NN
gap,NN
between,IN
them,PRP
that,DT
's,VBZ
about,RB
right,RB
that,DT
's,VBZ
good,JJ
now,RB
you,PRP
go,VBP
to,TO
gapps,NNS
now,RB
move,VBP
that,IN
back,RB
one,CD
block,NN
worse,JJR
good,JJ
house,NN
tax,NN
for,IN
stock,NN
for,IN
a,DT
total,NN
of,IN
four,CD
there,EX
leave,VB
about,RB
a,DT
one-block,JJ
gap,NN
and,CC
put,VBD
a,DT
single,JJ
block,NN
forward,RB
pretty,RB
good,JJ
pretty,RB
good,JJ
