Word,POS
okay,JJ
where,WRB
is,VBZ
7,CD
blocks,NNS
in,IN
a,DT
row,NN
5,CD
blocks,NNS
in,IN
a,DT
row,NN
right,NN
in,IN
front,NN
of,IN
them,PRP
scooted,VBN
over,IN
so,RB
there,EX
's,VBZ
two,CD
blocks,NNS
or,CC
flush,NN
on,IN
one,CD
side,NN
scoop,NN
of,IN
5,CD
/,:
okay,JJ
now,RB
these,DT
are,VBP
a,DT
little,JJ
jiggled,JJ
so,RB
jiggle,VB
Cook,NNP
County,NNP
end,NN
with,IN
your,PRP$
left,JJ
hand,NN
count,NN
to,TO
block,VB
three,CD
and,CC
four,CD
okay,JJ
and,CC
they,PRP
're,VBP
just,RB
kind,NN
of,IN
chilled,VBN
around,IN
there,EX
in,IN
other,JJ
words,NNS
are,VBP
not,RB
perfectly,RB
clear,JJ
good,JJ
enough,RB
good,JJ
enough,RB
and,CC
then,RB
jiggle,VB
the,DT
two,CD
in,IN
front,NN
of,IN
them,PRP
good,JJ
enough,NN
