Word,POS
okay,JJ
alright,IN
you,PRP
there,EX
Liz,NNP
okay,JJ
that,IN
we,PRP
ca,MD
n't,RB
talk,VB
Bill,NNP
correct,JJ
whole,JJ
weekend,NN
I,PRP
will,MD
take,VB
one,CD
block,NN
you,PRP
put,VBP
it,PRP
on,IN
the,DT
table,NN
take,VB
another,DT
block,NN
put,VBD
it,PRP
next,JJ
to,TO
it,PRP
spread,NN
apart,RB
a,DT
little,JJ
bit,NN
but,CC
not,RB
as,IN
wide,JJ
as,IN
a,DT
full,JJ
block,NN
take,VB
one,CD
block,NN
put,VBD
it,PRP
on,IN
top,NN
of,IN
those,DT
two,CD
in,IN
the,DT
middle,NN
one,CD
block,NN
on,IN
each,DT
side,NN
one,CD
block,NN
on,IN
top,NN
of,IN
each,DT
of,IN
those,DT
two,CD
does,VBZ
it,PRP
matter,NN
which,WDT
side,VBP
it,PRP
goes,VBZ
to,TO
okay,JJ
stack,VB
three,CD
blocks,NNS
on,IN
one,CD
side,NN
move,NN
that,WDT
about,IN
one,CD
bet,NN
Tower,NN
about,IN
one,CD
block,NN
over,IN
you,PRP
're,VBP
done,VBN
