Word,POS
okay,JJ
so,IN
let,VB
me,PRP
just,RB
analyzes,VBZ
you,PRP
know,VBP
with,IN
my,PRP$
laser,NN
vision,NN
scraggly,RB
okay,JJ
you,PRP
will,MD
do,VB
that,DT
crying,VBG
to,TO
my,PRP$
understanding,NN
of,IN
the,DT
situation,NN
here,RB
right,RB
so,RB
let,VB
's,POS
let,VB
's,POS
just,RB
put,VB
a,DT
will,MD
have,VB
a,DT
block,NN
that,WDT
will,MD
be,VB
at,IN
the,DT
Forefront,NNP
okay,JJ
okay,JJ
great,JJ
and,CC
then,RB
to,TO
behind,IN
that,IN
those,DT
but,CC
we,PRP
are,VBP
always,RB
working,VBG
on,IN
the,DT
first,JJ
layer,NN
here,RB
yeah,RB
there,EX
will,MD
just,RB
be,VB
a,DT
block,NN
separation,NN
there,RB
between,IN
the,DT
ones,NNS
that,WDT
are,VBP
closer,RBR
to,TO
you,PRP
yeah,VBP
I,PRP
'm,VBP
connected,VBN
to,TO
the,DT
corners,NNS
yes,RB
okay,JJ
and,CC
then,RB
we,PRP
'll,MD
do,VB
the,DT
same,JJ
thing,NN
with,IN
two,CD
other,JJ
blocks,NNS
on,IN
a,DT
thorough,JJ
then,RB
let,VB
's,POS
move,VB
on,IN
to,TO
the,DT
second,JJ
layer,NN
let,VB
's,POS
just,RB
between,IN
layer,NN
1,CD
and,CC
2,CD
will,MD
place,VB
two,CD
blocks,NNS
between,IN
lines,NNS
one,CD
and,CC
two,CD
of,IN
the,DT
ones,NNS
that,WDT
are,VBP
farthest,JJS
from,IN
you,PRP
yes,RB
and,CC
the,DT
separation,NN
there,EX
will,MD
be,VB
a,DT
little,JJ
bit,NN
less,JJR
than,IN
its,PRP$
now,RB
yes,RB
and,CC
you,PRP
can,MD
bring,VB
it,PRP
to,TO
the,DT
to,TO
the,DT
middle,NN
of,IN
the,DT
side,NN
of,IN
the,DT
block,NN
just,RB
in,IN
terms,NNS
of,IN
the,DT
distance,NN
between,IN
the,DT
front,NN
most,RBS
okay,JJ
and,CC
then,RB
we,PRP
will,MD
put,VB
two,CD
other,JJ
blocks,NNS
just,RB
connecting,VBG
there,RB
exactly,RB
the,DT
same,JJ
thing,NN
on,IN
the,DT
other,JJ
side,NN
and,CC
we,PRP
will,MD
play,VB
after,IN
they,PRP
are,VBP
now,RB
Trump,NNP
's,POS
most,JJS
block,NN
that,IN
one,CD
in,IN
your,PRP$
hand,NN
Will,MD
Go,VB
On,IN
Top,NNP
of,IN
those,DT
two,CD
just,RB
aligning,VBG
it,PRP
with,IN
the,DT
front,JJ
Okay,UH
and,CC
then,RB
the,DT
other,JJ
ones,NNS
will,MD
follow,VB
the,DT
same,JJ
fashion,NN
yeah,RB
there,RB
but,CC
not,RB
touching,VBG
the,DT
corners,NNS
looks,VBZ
about,RB
right,JJ
