Word,POS
okay,JJ
so,IN
all,PDT
this,DT
reminds,VBZ
me,PRP
of,IN
me,PRP
on,IN
Berlin,NNP
it,PRP
's,VBZ
a,DT
bear,NN
livestock,NN
okay,JJ
not,RB
really,RB
sorry,JJ
do,VBP
n't,RB
forget,VB
about,IN
that,DT
it,PRP
's,VBZ
not,RB
the,DT
right,JJ
sick,JJ
anyway,RB
so,IN
we,PRP
'll,MD
have,VB
to,TO
but,CC
it,PRP
's,VBZ
still,RB
early,JJ
so,IN
we,PRP
'll,MD
have,VB
two,CD
blocks,NNS
satellite,NN
apart,RB
from,IN
each,DT
other,JJ
yeah,NN
I,PRP
block,VBP
space,NN
I,PRP
block,VBP
space,NN
yeah,JJ
exactly,RB
was,VBD
so,RB
that,IN
's,VBZ
our,PRP$
new,JJ
unit,NN
of,IN
measurement,NN
right,JJ
block,NN
space,NN
and,CC
we,PRP
'll,MD
have,VB
another,DT
blog,NN
just,RB
falling,VBG
down,RP
as,IN
if,IN
it,PRP
's,VBZ
just,RB
for,IN
fell,VBD
down,RP
from,IN
heaven,NN
right,JJ
hold,NN
on,IN
from,IN
the,DT
crown,NN
right,NN
so,IN
it,PRP
will,MD
be,VB
there,RB
I,PRP
do,VBP
n't,RB
know,VB
like,IN
it,PRP
died,VBD
a,DT
month,NN
but,CC
that,DT
should,MD
be,VB
on,IN
top,NN
on,IN
top,NN
of,IN
the,DT
other,JJ
blocks,NNS
yeah,VBP
but,CC
the,DT
opposite,JJ
way,NN
like,IN
it,PRP
so,RB
exactly,RB
just,RB
turn,VB
it,PRP
turn,VB
it,PRP
vertical,JJ
not,RB
not,RB
too,RB
much,JJ
can,MD
you,PRP
just,RB
open,VB
it,PRP
open,VB
it,PRP
a,DT
little,JJ
bit,NN
okay,JJ
